,,,,,,,,,
Długość geograficzna,Szerokość geograficzna,Identyfikator punktu,Deklaracja segregacji,Typ nieruchomości,Typ odpadu,Typ pojemnika,Identyfikator transpondera (DEC),Identyfikator transpondera (HEX),Nr pojemnika
23.115933,53.125227,2000288,T,Niezamieszkała,zielone,worek,,,
23.115933,53.125227,2000288,T,Niezamieszkała,zmieszane,120,18014398708600351,4000000BDE4E1F,4000000BDE4E1F
23.116796,53.126222,2000289,T,Niezamieszkała,SUCHE,worek,,,
23.116796,53.126222,2000289,T,Niezamieszkała,szkło,worek,,,
23.116796,53.126222,2000289,T,Niezamieszkała,zielone,worek,,,
23.116796,53.126222,2000289,T,Niezamieszkała,zmieszane,120,18014398708607440,4000000BDE69D0,4000000BDE69D0
23.11668,53.126093,2000290,T,Niezamieszkała,SUCHE,worek,,,
23.11668,53.126093,2000290,T,Niezamieszkała,szkło,worek,,,
23.11668,53.126093,2000290,T,Niezamieszkała,zielone,worek,,,
23.11668,53.126093,2000290,T,Niezamieszkała,zmieszane,120,18014398708575225,4000000BDDEBF9,4000000BDDEBF9
23.088604,53.128613,2000292,N,Niezamieszkała,zmieszane,120,18014398708580166,4000000BDDFF46,4000000BDDFF46
23.084631,53.128551,2000293,N,Niezamieszkała,zmieszane,120,18014398708594479,4000000BDE372F,4000000BDE372F
23.074067,53.1228,2000294,T,Niezamieszkała,SUCHE,worek,,,
23.074067,53.1228,2000294,T,Niezamieszkała,szkło,worek,,,
23.074067,53.1228,2000294,T,Niezamieszkała,zielone,worek,,,
23.074067,53.1228,2000294,T,Niezamieszkała,zmieszane,120,18014398708592882,4000000BDE30F2,4000000BDE30F2
23.10148,53.116902,2000295,T,Niezamieszkała,SUCHE,worek,,,
23.10148,53.116902,2000295,T,Niezamieszkała,SUCHE,770,18014398708540617,4000000BDD64C9,4000000BDD64C9
23.10148,53.116902,2000295,T,Niezamieszkała,szkło,worek,,,
23.10148,53.116902,2000295,T,Niezamieszkała,zielone,worek,,,
23.10148,53.116902,2000295,T,Niezamieszkała,zmieszane,120,18014398708593670,4000000BDE3406,4000000BDE3406
23.101551,53.116791,2000296,T,Niezamieszkała,SUCHE,worek,,,
23.101551,53.116791,2000296,T,Niezamieszkała,szkło,worek,,,
23.101551,53.116791,2000296,T,Niezamieszkała,zielone,worek,,,
23.101551,53.116791,2000296,T,Niezamieszkała,zmieszane,770,18014398708605430,4000000BDE61F6,4000000BDE61F6
23.089698,53.119964,2000297,T,Niezamieszkała,SUCHE,worek,,,
23.089698,53.119964,2000297,T,Niezamieszkała,szkło,worek,,,
23.089698,53.119964,2000297,T,Niezamieszkała,zielone,worek,,,
23.089698,53.119964,2000297,T,Niezamieszkała,zmieszane,240,18014398708608790,4000000BDE6F16,4000000BDE6F16
23.09256,53.117849,2000298,T,Niezamieszkała,SUCHE,worek,,,
23.09256,53.117849,2000298,T,Niezamieszkała,szkło,worek,,,
23.09256,53.117849,2000298,T,Niezamieszkała,zielone,worek,,,
23.09256,53.117849,2000298,T,Niezamieszkała,zmieszane,120,18014398708580965,4000000BDE0265,4000000BDE0265
23.097316,53.115262,2000299,T,Niezamieszkała,SUCHE,770,18014398708597123,4000000BDE4183,4000000BDE4183
23.097316,53.115262,2000299,T,Niezamieszkała,szkło,worek,,,
23.097316,53.115262,2000299,T,Niezamieszkała,zielone,worek,,,
23.097316,53.115262,2000299,T,Niezamieszkała,zmieszane,120,18014398708609728,4000000BDE72C0,4000000BDE72C0
23.104898,53.118333,2000300,T,Niezamieszkała,SUCHE,worek,,,
23.104898,53.118333,2000300,T,Niezamieszkała,szkło,worek,,,
23.104898,53.118333,2000300,T,Niezamieszkała,zielone,worek,,,
23.104898,53.118333,2000300,T,Niezamieszkała,zmieszane,240,18014398708594688,4000000BDE3800,4000000BDE3800
23.128551,53.132218,2000302,T,Niezamieszkała,SUCHE,worek,,,
23.128551,53.132218,2000302,T,Niezamieszkała,szkło,worek,,,
23.128551,53.132218,2000302,T,Niezamieszkała,zielone,worek,,,
23.128551,53.132218,2000302,T,Niezamieszkała,zmieszane,120,18014398708598320,4000000BDE4630,4000000BDE4630
23.128556,53.132213,2000303,N,Niezamieszkała,zmieszane,120,18014398708573654,4000000BDDE5D6,4000000BDDE5D6
23.105049,53.118164,2000305,T,Niezamieszkała,SUCHE,worek,,,
23.105049,53.118164,2000305,T,Niezamieszkała,szkło,worek,,,
23.105049,53.118164,2000305,T,Niezamieszkała,zielone,worek,,,
23.105049,53.118164,2000305,T,Niezamieszkała,zmieszane,1100,18014398708606334,4000000BDE657E,4000000BDE657E
23.095662,53.119511,2000307,T,Niezamieszkała,SUCHE,worek,,,
23.095662,53.119511,2000307,T,Niezamieszkała,SUCHE,240,18014398708605350,4000000BDE61A6,4000000BDE61A6
23.095662,53.119511,2000307,T,Niezamieszkała,szkło,worek,,,
23.095662,53.119511,2000307,T,Niezamieszkała,szkło,240,18014398708606402,4000000BDE65C2,4000000BDE65C2
23.095662,53.119511,2000307,T,Niezamieszkała,zielone,worek,,,
23.095662,53.119511,2000307,T,Niezamieszkała,zmieszane,1100,18014398708606435,4000000BDE65E3,4000000BDE65E3
23.095662,53.119511,2000307,T,Niezamieszkała,zmieszane,1100,18014398708606281,4000000BDE6549,4000000BDE6549
23.095662,53.119511,2000307,T,Niezamieszkała,zmieszane,1100,18014398708606162,4000000BDE64D2,4000000BDE64D2
23.095662,53.119511,2000307,T,Niezamieszkała,zmieszane,1100,18014398708606337,4000000BDE6581,4000000BDE6581
23.095662,53.119511,2000307,T,Niezamieszkała,zmieszane,1100,18014398708606085,4000000BDE6485,4000000BDE6485
23.095662,53.119511,2000307,T,Niezamieszkała,zmieszane,1100,18014398708605567,4000000BDE627F,4000000BDE627F
23.094689,53.119467,2000308,T,Niezamieszkała,SUCHE,worek,,,
23.094689,53.119467,2000308,T,Niezamieszkała,szkło,worek,,,
23.094689,53.119467,2000308,T,Niezamieszkała,zielone,worek,,,
23.094689,53.119467,2000308,T,Niezamieszkała,zmieszane,1100,18014398708596145,4000000BDE3DB1,4000000BDE3DB1
23.112747,53.131044,2000314,N,Niezamieszkała,zmieszane,120,18014398708605697,4000000BDE6301,4000000BDE6301
23.113298,53.132284,2000315,T,Niezamieszkała,SUCHE,1100,18014398757504054,4000000EC88436,4000000EC88436
23.113298,53.132284,2000315,T,Niezamieszkała,szkło,1100,18014398757504064,4000000EC88440,4000000EC88440
23.113298,53.132284,2000315,T,Niezamieszkała,zielone,worek,,,
23.113298,53.132284,2000315,T,Niezamieszkała,zmieszane,240,18014398708605371,4000000BDE61BB,4000000BDE61BB
23.112018,53.133471,2000316,T,Niezamieszkała,SUCHE,1100,18014398757504267,4000000EC8850B,4000000EC8850B
23.112018,53.133471,2000316,T,Niezamieszkała,szkło,120,18014398757504230,4000000EC884E6,4000000EC884E6
23.112018,53.133471,2000316,T,Niezamieszkała,zielone,worek,,,
23.112018,53.133471,2000316,T,Niezamieszkała,zmieszane,770,18014398708606146,4000000BDE64C2,4000000BDE64C2
23.112018,53.133471,2000316,T,Niezamieszkała,zmieszane,770,18014398708605865,4000000BDE63A9,4000000BDE63A9
23.112716,53.130747,2000317,T,Niezamieszkała,SUCHE,worek,,,
23.112716,53.130747,2000317,T,Niezamieszkała,szkło,worek,,,
23.112716,53.130747,2000317,T,Niezamieszkała,zielone,worek,,,
23.112716,53.130747,2000317,T,Niezamieszkała,zmieszane,120,18014398708605901,4000000BDE63CD,4000000BDE63CD
23.111884,53.131307,2000319,T,Niezamieszkała,SUCHE,worek,,,
23.111884,53.131307,2000319,T,Niezamieszkała,szkło,worek,,,
23.111884,53.131307,2000319,T,Niezamieszkała,zielone,worek,,,
23.111884,53.131307,2000319,T,Niezamieszkała,zmieszane,1100,18014398708605461,4000000BDE6215,4000000BDE6215
23.124578,53.129093,2000320,N,Niezamieszkała,zmieszane,120,18014398708606138,4000000BDE64BA,4000000BDE64BA
23.124578,53.129093,2000320,N,Niezamieszkała,zmieszane,120,18014398708605829,4000000BDE6385,4000000BDE6385
23.119253,53.129498,2000321,T,Niezamieszkała,SUCHE,worek,,,
23.119253,53.129498,2000321,T,Niezamieszkała,szkło,worek,,,
23.119253,53.129498,2000321,T,Niezamieszkała,zielone,worek,,,
23.119253,53.129498,2000321,T,Niezamieszkała,zmieszane,1100,18014398708605779,4000000BDE6353,4000000BDE6353
23.116951,53.129222,2000322,T,Niezamieszkała,SUCHE,worek,,,
23.116951,53.129222,2000322,T,Niezamieszkała,szkło,worek,,,
23.116951,53.129222,2000322,T,Niezamieszkała,zielone,worek,,,
23.116951,53.129222,2000322,T,Niezamieszkała,zmieszane,120,18014398708605557,4000000BDE6275,4000000BDE6275
23.116391,53.12948,2000323,T,Niezamieszkała,SUCHE,worek,,,
23.116391,53.12948,2000323,T,Niezamieszkała,szkło,worek,,,
23.116391,53.12948,2000323,T,Niezamieszkała,zielone,worek,,,
23.116391,53.12948,2000323,T,Niezamieszkała,zmieszane,120,18014398708606163,4000000BDE64D3,4000000BDE64D3
23.116929,53.129489,2000324,N,Niezamieszkała,zmieszane,120,18014398708605811,4000000BDE6373,4000000BDE6373
23.116227,53.130164,2000325,T,Niezamieszkała,SUCHE,worek,,,
23.116227,53.130164,2000325,T,Niezamieszkała,szkło,worek,,,
23.116227,53.130164,2000325,T,Niezamieszkała,zielone,worek,,,
23.116227,53.130164,2000325,T,Niezamieszkała,zmieszane,240,18014398708606329,4000000BDE6579,4000000BDE6579
23.116258,53.129956,2000326,T,Niezamieszkała,SUCHE,1100,18014398757504047,4000000EC8842F,4000000EC8842F
23.116258,53.129956,2000326,T,Niezamieszkała,szkło,worek,,,
23.116258,53.129956,2000326,T,Niezamieszkała,zielone,worek,,,
23.116258,53.129956,2000326,T,Niezamieszkała,zmieszane,240,18014398708606455,4000000BDE65F7,4000000BDE65F7
23.116462,53.130596,2000327,T,Niezamieszkała,SUCHE,worek,,,
23.116462,53.130596,2000327,T,Niezamieszkała,szkło,worek,,,
23.116462,53.130596,2000327,T,Niezamieszkała,zielone,worek,,,
23.116462,53.130596,2000327,T,Niezamieszkała,zmieszane,770,18014398708605784,4000000BDE6358,4000000BDE6358
23.116369,53.13024,2000328,N,Niezamieszkała,zmieszane,240,18014398708605724,4000000BDE631C,4000000BDE631C
23.116493,53.130613,2000329,T,Niezamieszkała,SUCHE,worek,,,
23.116493,53.130613,2000329,T,Niezamieszkała,szkło,worek,,,
23.116493,53.130613,2000329,T,Niezamieszkała,zielone,worek,,,
23.116493,53.130613,2000329,T,Niezamieszkała,zmieszane,120,18014398708605543,4000000BDE6267,4000000BDE6267
23.116462,53.130596,2000330,T,Niezamieszkała,SUCHE,worek,,,
23.116462,53.130596,2000330,T,Niezamieszkała,szkło,worek,,,
23.116462,53.130596,2000330,T,Niezamieszkała,zielone,worek,,,
23.116462,53.130596,2000330,T,Niezamieszkała,zmieszane,120,18014398708605375,4000000BDE61BF,4000000BDE61BF
23.116227,53.130164,2000331,T,Niezamieszkała,SUCHE,worek,,,
23.116227,53.130164,2000331,T,Niezamieszkała,szkło,worek,,,
23.116227,53.130164,2000331,T,Niezamieszkała,zielone,worek,,,
23.116227,53.130164,2000331,T,Niezamieszkała,zmieszane,120,18014398708606481,4000000BDE6611,4000000BDE6611
23.114329,53.130053,2000332,T,Niezamieszkała,SUCHE,worek,,,
23.114329,53.130053,2000332,T,Niezamieszkała,szkło,worek,,,
23.114329,53.130053,2000332,T,Niezamieszkała,zielone,worek,,,
23.114329,53.130053,2000332,T,Niezamieszkała,zmieszane,240,18014398708605514,4000000BDE624A,4000000BDE624A
23.127498,53.132813,2000333,T,Niezamieszkała,SUCHE,worek,,,
23.127498,53.132813,2000333,T,Niezamieszkała,szkło,worek,,,
23.127498,53.132813,2000333,T,Niezamieszkała,zielone,worek,,,
23.127498,53.132813,2000333,T,Niezamieszkała,zmieszane,240,18014398708593977,4000000BDE3539,4000000BDE3539
23.084516,53.119622,2000334,T,Niezamieszkała,SUCHE,worek,,,
23.084516,53.119622,2000334,T,Niezamieszkała,szkło,worek,,,
23.084516,53.119622,2000334,T,Niezamieszkała,zielone,worek,,,
23.084516,53.119622,2000334,T,Niezamieszkała,zmieszane,120,18014398708598599,4000000BDE4747,4000000BDE4747
23.079138,53.123871,2000336,T,Niezamieszkała,SUCHE,worek,,,
23.079138,53.123871,2000336,T,Niezamieszkała,szkło,worek,,,
23.079138,53.123871,2000336,T,Niezamieszkała,zielone,worek,,,
23.079138,53.123871,2000336,T,Niezamieszkała,zmieszane,120,18014398708605885,4000000BDE63BD,4000000BDE63BD
23.079636,53.123231,2000337,T,Niezamieszkała,SUCHE,worek,,,
23.079636,53.123231,2000337,T,Niezamieszkała,szkło,worek,,,
23.079636,53.123231,2000337,T,Niezamieszkała,zielone,worek,,,
23.079636,53.123231,2000337,T,Niezamieszkała,zmieszane,240,18014398708606115,4000000BDE64A3,4000000BDE64A3
23.083529,53.133867,2000338,T,Niezamieszkała,SUCHE,worek,,,
23.083529,53.133867,2000338,T,Niezamieszkała,szkło,worek,,,
23.083529,53.133867,2000338,T,Niezamieszkała,zielone,worek,,,
23.083529,53.133867,2000338,T,Niezamieszkała,zmieszane,1100,18014398708601005,4000000BDE50AD,4000000BDE50AD
23.083529,53.133867,2000338,T,Niezamieszkała,wielkogabaryty,worek,,,
23.089982,53.124324,2000339,T,Niezamieszkała,SUCHE,worek,,,
23.089982,53.124324,2000339,T,Niezamieszkała,szkło,worek,,,
23.089982,53.124324,2000339,T,Niezamieszkała,zielone,worek,,,
23.089982,53.124324,2000339,T,Niezamieszkała,zmieszane,1100,18014398708593895,4000000BDE34E7,4000000BDE34E7
23.089982,53.124324,2000339,T,Niezamieszkała,zmieszane,1100,18014398708606270,4000000BDE653E,4000000BDE653E
23.09748,53.132476,2000340,T,Niezamieszkała,SUCHE,worek,,,
23.09748,53.132476,2000340,T,Niezamieszkała,szkło,worek,,,
23.09748,53.132476,2000340,T,Niezamieszkała,zielone,worek,,,
23.09748,53.132476,2000340,T,Niezamieszkała,zmieszane,240,18014398708605382,4000000BDE61C6,4000000BDE61C6
23.083436,53.122916,2000341,T,Niezamieszkała,SUCHE,worek,,,
23.083436,53.122916,2000341,T,Niezamieszkała,szkło,worek,,,
23.083436,53.122916,2000341,T,Niezamieszkała,zielone,worek,,,
23.083436,53.122916,2000341,T,Niezamieszkała,zmieszane,240,18014398708605500,4000000BDE623C,4000000BDE623C
23.083436,53.122916,2000342,T,Niezamieszkała,SUCHE,worek,,,
23.083436,53.122916,2000342,T,Niezamieszkała,szkło,worek,,,
23.083436,53.122916,2000342,T,Niezamieszkała,zielone,worek,,,
23.083436,53.122916,2000342,T,Niezamieszkała,zmieszane,770,18014398708605363,4000000BDE61B3,4000000BDE61B3
23.078409,53.126627,2000343,T,Niezamieszkała,SUCHE,770,18014398708591374,4000000BDE2B0E,4000000BDE2B0E
23.078409,53.126627,2000343,T,Niezamieszkała,szkło,worek,,,
23.078409,53.126627,2000343,T,Niezamieszkała,zielone,worek,,,
23.078409,53.126627,2000343,T,Niezamieszkała,zmieszane,770,18014398708605795,4000000BDE6363,4000000BDE6363
23.078196,53.127173,2000344,T,Niezamieszkała,SUCHE,worek,,,
23.078196,53.127173,2000344,T,Niezamieszkała,szkło,worek,,,
23.078196,53.127173,2000344,T,Niezamieszkała,zielone,worek,,,
23.078196,53.127173,2000344,T,Niezamieszkała,zmieszane,120,18014398708606095,4000000BDE648F,4000000BDE648F
23.078196,53.127173,2000344,T,Niezamieszkała,zmieszane,120,18014398708605580,4000000BDE628C,4000000BDE628C
23.07796,53.127093,2000345,T,Niezamieszkała,SUCHE,worek,,,
23.07796,53.127093,2000345,T,Niezamieszkała,szkło,worek,,,
23.07796,53.127093,2000345,T,Niezamieszkała,zielone,worek,,,
23.07796,53.127093,2000345,T,Niezamieszkała,zmieszane,120,18014398708605477,4000000BDE6225,4000000BDE6225
23.077947,53.127107,2000346,T,Niezamieszkała,SUCHE,worek,,,
23.077947,53.127107,2000346,T,Niezamieszkała,szkło,worek,,,
23.077947,53.127107,2000346,T,Niezamieszkała,zielone,worek,,,
23.077947,53.127107,2000346,T,Niezamieszkała,zmieszane,120,18014398708606282,4000000BDE654A,4000000BDE654A
23.077516,53.127036,2000347,T,Niezamieszkała,SUCHE,worek,,,
23.077516,53.127036,2000347,T,Niezamieszkała,szkło,worek,,,
23.077516,53.127036,2000347,T,Niezamieszkała,zielone,worek,,,
23.077516,53.127036,2000347,T,Niezamieszkała,zmieszane,240,18014398708605882,4000000BDE63BA,4000000BDE63BA
23.077516,53.127036,2000347,T,Niezamieszkała,zmieszane,240,18014398708605644,4000000BDE62CC,4000000BDE62CC
23.077991,53.12712,2000348,T,Niezamieszkała,SUCHE,worek,,,
23.077991,53.12712,2000348,T,Niezamieszkała,szkło,worek,,,
23.077991,53.12712,2000348,T,Niezamieszkała,zielone,worek,,,
23.077991,53.12712,2000348,T,Niezamieszkała,zmieszane,120,18014398757504092,4000000EC8845C,4000000EC8845C
23.101373,53.119271,2000349,T,Niezamieszkała,SUCHE,worek,,,
23.101373,53.119271,2000349,T,Niezamieszkała,szkło,worek,,,
23.101373,53.119271,2000349,T,Niezamieszkała,zielone,worek,,,
23.101373,53.119271,2000349,T,Niezamieszkała,zmieszane,120,,,
23.077516,53.127036,2000350,T,Niezamieszkała,SUCHE,worek,,,
23.077516,53.127036,2000350,T,Niezamieszkała,szkło,worek,,,
23.077516,53.127036,2000350,T,Niezamieszkała,zielone,worek,,,
23.077516,53.127036,2000350,T,Niezamieszkała,zmieszane,240,18014398708606419,4000000BDE65D3,4000000BDE65D3
23.077947,53.127107,2000351,T,Niezamieszkała,SUCHE,worek,,,
23.077947,53.127107,2000351,T,Niezamieszkała,SUCHE,770,18014398757504088,4000000EC88458,4000000EC88458
23.077947,53.127107,2000351,T,Niezamieszkała,szkło,worek,,,
23.077947,53.127107,2000351,T,Niezamieszkała,zielone,worek,,,
23.077947,53.127107,2000351,T,Niezamieszkała,zmieszane,770,18014398708606240,4000000BDE6520,4000000BDE6520
23.077516,53.127036,2000353,T,Niezamieszkała,SUCHE,worek,,,
23.077516,53.127036,2000353,T,Niezamieszkała,szkło,worek,,,
23.077516,53.127036,2000353,T,Niezamieszkała,zielone,worek,,,
23.077516,53.127036,2000353,T,Niezamieszkała,zmieszane,240,18014398708606446,4000000BDE65EE,4000000BDE65EE
23.07772,53.127058,2000354,T,Niezamieszkała,SUCHE,worek,,,
23.07772,53.127058,2000354,T,Niezamieszkała,szkło,worek,,,
23.07772,53.127058,2000354,T,Niezamieszkała,zielone,worek,,,
23.07772,53.127058,2000354,T,Niezamieszkała,zmieszane,120,18014398708606083,4000000BDE6483,4000000BDE6483
23.077684,53.127013,2000355,T,Niezamieszkała,SUCHE,worek,,,
23.077684,53.127013,2000355,T,Niezamieszkała,szkło,worek,,,
23.077684,53.127013,2000355,T,Niezamieszkała,zielone,worek,,,
23.077684,53.127013,2000355,T,Niezamieszkała,zmieszane,120,18014398708606057,4000000BDE6469,4000000BDE6469
23.077684,53.127013,2000356,T,Niezamieszkała,SUCHE,worek,,,
23.077684,53.127013,2000356,T,Niezamieszkała,szkło,worek,,,
23.077684,53.127013,2000356,T,Niezamieszkała,zielone,worek,,,
23.077684,53.127013,2000356,T,Niezamieszkała,zmieszane,240,18014398708606011,4000000BDE643B,4000000BDE643B
23.075804,53.127244,2000357,T,Niezamieszkała,SUCHE,worek,,,
23.075804,53.127244,2000357,T,Niezamieszkała,szkło,worek,,,
23.075804,53.127244,2000357,T,Niezamieszkała,zielone,worek,,,
23.075804,53.127244,2000357,T,Niezamieszkała,zmieszane,120,18014398708605725,4000000BDE631D,4000000BDE631D
23.078591,53.127347,2000358,T,Niezamieszkała,SUCHE,worek,,,
23.078591,53.127347,2000358,T,Niezamieszkała,szkło,worek,,,
23.078591,53.127347,2000358,T,Niezamieszkała,zielone,worek,,,
23.078591,53.127347,2000358,T,Niezamieszkała,zmieszane,770,18014398708606430,4000000BDE65DE,4000000BDE65DE
23.077747,53.128169,2000360,T,Niezamieszkała,SUCHE,worek,,,
23.077747,53.128169,2000360,T,Niezamieszkała,szkło,worek,,,
23.077747,53.128169,2000360,T,Niezamieszkała,zielone,worek,,,
23.077747,53.128169,2000360,T,Niezamieszkała,zmieszane,120,,,
23.077169,53.128209,2000361,T,Niezamieszkała,SUCHE,1100,18014398757503934,4000000EC883BE,4000000EC883BE
23.077169,53.128209,2000361,T,Niezamieszkała,szkło,worek,,,
23.077169,53.128209,2000361,T,Niezamieszkała,zielone,worek,,,
23.077169,53.128209,2000361,T,Niezamieszkała,zmieszane,1100,18014398708606041,4000000BDE6459,4000000BDE6459
23.073311,53.125387,2000362,T,Niezamieszkała,SUCHE,worek,,,
23.073311,53.125387,2000362,T,Niezamieszkała,szkło,worek,,,
23.073311,53.125387,2000362,T,Niezamieszkała,zielone,worek,,,
23.073311,53.125387,2000362,T,Niezamieszkała,zmieszane,120,,,
23.125831,53.13516,2000363,T,Niezamieszkała,SUCHE,worek,,,
23.125831,53.13516,2000363,T,Niezamieszkała,szkło,worek,,,
23.125831,53.13516,2000363,T,Niezamieszkała,zielone,worek,,,
23.125831,53.13516,2000363,T,Niezamieszkała,zmieszane,1100,18014398757504081,4000000EC88451,4000000EC88451
23.077302,53.127307,2000364,T,Niezamieszkała,SUCHE,worek,,,
23.077302,53.127307,2000364,T,Niezamieszkała,szkło,worek,,,
23.077302,53.127307,2000364,T,Niezamieszkała,zielone,worek,,,
23.077302,53.127307,2000364,T,Niezamieszkała,zmieszane,120,18014398708605583,4000000BDE628F,4000000BDE628F
23.076444,53.127049,2000365,T,Niezamieszkała,SUCHE,worek,,,
23.076444,53.127049,2000365,T,Niezamieszkała,szkło,worek,,,
23.076444,53.127049,2000365,T,Niezamieszkała,zielone,worek,,,
23.076444,53.127049,2000365,T,Niezamieszkała,zmieszane,770,18014398708606465,4000000BDE6601,4000000BDE6601
23.076329,53.127076,2000366,T,Niezamieszkała,SUCHE,worek,,,
23.076329,53.127076,2000366,T,Niezamieszkała,szkło,worek,,,
23.076329,53.127076,2000366,T,Niezamieszkała,zielone,worek,,,
23.076329,53.127076,2000366,T,Niezamieszkała,zmieszane,120,18014398708606417,4000000BDE65D1,4000000BDE65D1
23.076444,53.127049,2000367,T,Niezamieszkała,SUCHE,worek,,,
23.076444,53.127049,2000367,T,Niezamieszkała,szkło,worek,,,
23.076444,53.127049,2000367,T,Niezamieszkała,zielone,worek,,,
23.076444,53.127049,2000367,T,Niezamieszkała,zmieszane,770,18014398708606127,4000000BDE64AF,4000000BDE64AF
23.082036,53.124191,2000368,T,Niezamieszkała,SUCHE,worek,,,
23.082036,53.124191,2000368,T,Niezamieszkała,szkło,worek,,,
23.082036,53.124191,2000368,T,Niezamieszkała,zielone,worek,,,
23.082036,53.124191,2000368,T,Niezamieszkała,zmieszane,1100,18014398708605487,4000000BDE622F,4000000BDE622F
23.082036,53.124191,2000368,T,Niezamieszkała,zmieszane,1100,18014398708606286,4000000BDE654E,4000000BDE654E
23.120271,53.130418,2000369,T,Niezamieszkała,SUCHE,worek,,,
23.120271,53.130418,2000369,T,Niezamieszkała,szkło,worek,,,
23.120271,53.130418,2000369,T,Niezamieszkała,zielone,worek,,,
23.120271,53.130418,2000369,T,Niezamieszkała,zmieszane,120,18014398708603668,4000000BDE5B14,4000000BDE5B14
23.080071,53.121027,2000370,N,Niezamieszkała,zmieszane,120,18014398708536048,4000000BDD52F0,4000000BDD52F0
23.078991,53.121653,2000371,T,Niezamieszkała,SUCHE,worek,,,
23.078991,53.121653,2000371,T,Niezamieszkała,szkło,worek,,,
23.078991,53.121653,2000371,T,Niezamieszkała,zielone,worek,,,
23.078991,53.121653,2000371,T,Niezamieszkała,zmieszane,120,18014398708536579,4000000BDD5503,4000000BDD5503
23.081331,53.12082,2000372,T,Niezamieszkała,SUCHE,worek,,,
23.081331,53.12082,2000372,T,Niezamieszkała,szkło,worek,,,
23.081331,53.12082,2000372,T,Niezamieszkała,zielone,worek,,,
23.081331,53.12082,2000372,T,Niezamieszkała,zmieszane,1100,18014398708535822,4000000BDD520E,4000000BDD520E
23.081331,53.12082,2000372,T,Niezamieszkała,zmieszane,1100,261408889558109,EDC00000D45D,EDC00000D45D
23.081331,53.12082,2000372,T,Niezamieszkała,zmieszane,1100,261408889558138,EDC00000D47A,EDC00000D47A
23.08104,53.119724,2000373,T,Niezamieszkała,SUCHE,worek,,,
23.08104,53.119724,2000373,T,Niezamieszkała,szkło,worek,,,
23.08104,53.119724,2000373,T,Niezamieszkała,zielone,worek,,,
23.08104,53.119724,2000373,T,Niezamieszkała,zmieszane,120,18014398708536938,4000000BDD566A,4000000BDD566A
23.081818,53.12064,2000374,T,Niezamieszkała,SUCHE,worek,,,
23.081818,53.12064,2000374,T,Niezamieszkała,SUCHE,1100,18014398708595562,4000000BDE3B6A,4000000BDE3B6A
23.081818,53.12064,2000374,T,Niezamieszkała,szkło,worek,,,
23.081818,53.12064,2000374,T,Niezamieszkała,zielone,worek,,,
23.081818,53.12064,2000374,T,Niezamieszkała,zmieszane,1100,18014398708536814,4000000BDD55EE,4000000BDD55EE
23.077298,53.121262,2000375,T,Niezamieszkała,SUCHE,worek,,,
23.077298,53.121262,2000375,T,Niezamieszkała,szkło,worek,,,
23.077298,53.121262,2000375,T,Niezamieszkała,zielone,worek,,,
23.077298,53.121262,2000375,T,Niezamieszkała,zmieszane,120,,,
23.080813,53.118298,2000376,T,Niezamieszkała,SUCHE,worek,,,
23.080813,53.118298,2000376,T,Niezamieszkała,szkło,worek,,,
23.080813,53.118298,2000376,T,Niezamieszkała,zielone,worek,,,
23.080813,53.118298,2000376,T,Niezamieszkała,zmieszane,240,18014398708606042,4000000BDE645A,4000000BDE645A
23.124844,53.129564,2000378,T,Niezamieszkała,SUCHE,worek,,,
23.124844,53.129564,2000378,T,Niezamieszkała,szkło,worek,,,
23.124844,53.129564,2000378,T,Niezamieszkała,zielone,worek,,,
23.124844,53.129564,2000378,T,Niezamieszkała,zmieszane,1100,18014398708603581,4000000BDE5ABD,4000000BDE5ABD
23.121782,53.13176,2000379,T,Niezamieszkała,SUCHE,240,18014398708596225,4000000BDE3E01,4000000BDE3E01
23.121782,53.13176,2000379,T,Niezamieszkała,szkło,240,18014398708603676,4000000BDE5B1C,4000000BDE5B1C
23.121782,53.13176,2000379,T,Niezamieszkała,zielone,worek,,,
23.121782,53.13176,2000379,T,Niezamieszkała,zmieszane,1100,18014398708596997,4000000BDE4105,4000000BDE4105
23.121782,53.13176,2000379,T,Niezamieszkała,zmieszane,1100,18014398708595117,4000000BDE39AD,4000000BDE39AD
23.121782,53.13176,2000379,T,Niezamieszkała,zmieszane,1100,18014398708597194,4000000BDE41CA,4000000BDE41CA
23.1212,53.132093,2000380,T,Niezamieszkała,SUCHE,worek,,,
23.1212,53.132093,2000380,T,Niezamieszkała,szkło,worek,,,
23.1212,53.132093,2000380,T,Niezamieszkała,zielone,worek,,,
23.1212,53.132093,2000380,T,Niezamieszkała,zmieszane,120,18014398708594677,4000000BDE37F5,4000000BDE37F5
23.127556,53.135093,2000381,T,Niezamieszkała,SUCHE,worek,,,
23.127556,53.135093,2000381,T,Niezamieszkała,szkło,worek,,,
23.127556,53.135093,2000381,T,Niezamieszkała,zielone,worek,,,
23.127556,53.135093,2000381,T,Niezamieszkała,zmieszane,240,18014398708594802,4000000BDE3872,4000000BDE3872
23.126855,53.133424,2000384,T,Niezamieszkała,SUCHE,worek,,,
23.126855,53.133424,2000384,T,Niezamieszkała,szkło,worek,,,
23.126855,53.133424,2000384,T,Niezamieszkała,zielone,worek,,,
