,,,,,,,,,
Długość geograficzna,Szerokość geograficzna,Identyfikator punktu,Deklaracja segregacji,Typ nieruchomości,Typ odpadu,Typ pojemnika,Identyfikator transpondera (DEC),Identyfikator transpondera (HEX),Nr pojemnika
23.087107,53.125889,1000225,T,Jednorodzinna,zielone,worek,,,
23.087107,53.125889,1000225,T,Jednorodzinna,zmieszane,120,18014398708580741,4000000BDE0185,4000000BDE0185
23.086391,53.127507,1000226,T,Jednorodzinna,SUCHE,worek,,,
23.086391,53.127507,1000226,T,Jednorodzinna,gabaryty,kontener,,,
23.086391,53.127507,1000226,T,Jednorodzinna,popiół,worek,,,
23.086391,53.127507,1000226,T,Jednorodzinna,szkło,worek,,,
23.086391,53.127507,1000226,T,Jednorodzinna,zielone,worek,,,
23.086391,53.127507,1000226,T,Jednorodzinna,zmieszane,120,18014398708609004,4000000BDE6FEC,4000000BDE6FEC
23.08732,53.125729,1000227,T,Jednorodzinna,SUCHE,worek,,,
23.08732,53.125729,1000227,T,Jednorodzinna,gabaryty,kontener,,,
23.08732,53.125729,1000227,T,Jednorodzinna,popiół,worek,,,
23.08732,53.125729,1000227,T,Jednorodzinna,szkło,worek,,,
23.08732,53.125729,1000227,T,Jednorodzinna,zielone,worek,,,
23.08732,53.125729,1000227,T,Jednorodzinna,zmieszane,120,18014398708609492,4000000BDE71D4,4000000BDE71D4
23.087111,53.125951,1000228,T,Jednorodzinna,SUCHE,worek,,,
23.087111,53.125951,1000228,T,Jednorodzinna,gabaryty,kontener,,,
23.087111,53.125951,1000228,T,Jednorodzinna,popiół,worek,,,
23.087111,53.125951,1000228,T,Jednorodzinna,szkło,worek,,,
23.087111,53.125951,1000228,T,Jednorodzinna,zielone,worek,,,
23.087111,53.125951,1000228,T,Jednorodzinna,zmieszane,120,18014398708590594,4000000BDE2802,4000000BDE2802
23.086422,53.127809,1000229,T,Jednorodzinna,SUCHE,worek,,,
23.086422,53.127809,1000229,T,Jednorodzinna,gabaryty,kontener,,,
23.086422,53.127809,1000229,T,Jednorodzinna,popiół,worek,,,
23.086422,53.127809,1000229,T,Jednorodzinna,szkło,worek,,,
23.086422,53.127809,1000229,T,Jednorodzinna,zielone,worek,,,
23.086422,53.127809,1000229,T,Jednorodzinna,zmieszane,120,18014398708592140,4000000BDE2E0C,4000000BDE2E0C
23.086707,53.126707,1000230,T,Jednorodzinna,SUCHE,worek,,,
23.086707,53.126707,1000230,T,Jednorodzinna,gabaryty,kontener,,,
23.086707,53.126707,1000230,T,Jednorodzinna,popiół,worek,,,
23.086707,53.126707,1000230,T,Jednorodzinna,szkło,worek,,,
23.086707,53.126707,1000230,T,Jednorodzinna,zielone,worek,,,
23.086707,53.126707,1000230,T,Jednorodzinna,zmieszane,120,18014398708592481,4000000BDE2F61,4000000BDE2F61
23.086404,53.127747,1000231,T,Jednorodzinna,SUCHE,worek,,,
23.086404,53.127747,1000231,T,Jednorodzinna,gabaryty,kontener,,,
23.086404,53.127747,1000231,T,Jednorodzinna,popiół,worek,,,
23.086404,53.127747,1000231,T,Jednorodzinna,szkło,worek,,,
23.086404,53.127747,1000231,T,Jednorodzinna,zielone,worek,,,
23.086404,53.127747,1000231,T,Jednorodzinna,zmieszane,120,18014398708592617,4000000BDE2FE9,4000000BDE2FE9
23.087804,53.124987,1000232,T,Jednorodzinna,SUCHE,worek,,,
23.087804,53.124987,1000232,T,Jednorodzinna,gabaryty,kontener,,,
23.087804,53.124987,1000232,T,Jednorodzinna,popiół,worek,,,
23.087804,53.124987,1000232,T,Jednorodzinna,szkło,worek,,,
23.087804,53.124987,1000232,T,Jednorodzinna,zielone,worek,,,
23.087804,53.124987,1000232,T,Jednorodzinna,zmieszane,240,18014398708609171,4000000BDE7093,4000000BDE7093
23.08648,53.12708,1000233,T,Jednorodzinna,SUCHE,worek,,,
23.08648,53.12708,1000233,T,Jednorodzinna,gabaryty,kontener,,,
23.08648,53.12708,1000233,T,Jednorodzinna,popiół,worek,,,
23.08648,53.12708,1000233,T,Jednorodzinna,szkło,worek,,,
23.08648,53.12708,1000233,T,Jednorodzinna,zielone,worek,,,
23.08648,53.12708,1000233,T,Jednorodzinna,zmieszane,240,18014398708592003,4000000BDE2D83,4000000BDE2D83
23.08648,53.12708,1000234,T,Jednorodzinna,SUCHE,worek,,,
23.08648,53.12708,1000234,T,Jednorodzinna,gabaryty,kontener,,,
23.08648,53.12708,1000234,T,Jednorodzinna,popiół,worek,,,
23.08648,53.12708,1000234,T,Jednorodzinna,szkło,worek,,,
23.08648,53.12708,1000234,T,Jednorodzinna,zielone,worek,,,
23.08648,53.12708,1000234,T,Jednorodzinna,zmieszane,120,18014398708581393,4000000BDE0411,4000000BDE0411
23.08644,53.127236,1000235,T,Jednorodzinna,SUCHE,worek,,,
23.08644,53.127236,1000235,T,Jednorodzinna,gabaryty,kontener,,,
23.08644,53.127236,1000235,T,Jednorodzinna,popiół,worek,,,
23.08644,53.127236,1000235,T,Jednorodzinna,szkło,worek,,,
23.08644,53.127236,1000235,T,Jednorodzinna,zielone,worek,,,
23.08644,53.127236,1000235,T,Jednorodzinna,zmieszane,120,18014398708608822,4000000BDE6F36,4000000BDE6F36
23.086667,53.126636,1000236,T,Jednorodzinna,SUCHE,worek,,,
23.086667,53.126636,1000236,T,Jednorodzinna,gabaryty,kontener,,,
23.086667,53.126636,1000236,T,Jednorodzinna,popiół,worek,,,
23.086667,53.126636,1000236,T,Jednorodzinna,szkło,worek,,,
23.086667,53.126636,1000236,T,Jednorodzinna,zielone,worek,,,
23.086667,53.126636,1000236,T,Jednorodzinna,zmieszane,120,18014398708592459,4000000BDE2F4B,4000000BDE2F4B
23.116307,53.125693,1000237,T,Jednorodzinna,SUCHE,worek,,,
23.116307,53.125693,1000237,T,Jednorodzinna,gabaryty,kontener,,,
23.116307,53.125693,1000237,T,Jednorodzinna,popiół,worek,,,
23.116307,53.125693,1000237,T,Jednorodzinna,szkło,worek,,,
23.116307,53.125693,1000237,T,Jednorodzinna,zielone,worek,,,
23.116307,53.125693,1000237,T,Jednorodzinna,zmieszane,120,18014398708497861,4000000BDCBDC5,4000000BDCBDC5
23.116324,53.125667,1000238,T,Jednorodzinna,SUCHE,worek,,,
23.116324,53.125667,1000238,T,Jednorodzinna,gabaryty,kontener,,,
23.116324,53.125667,1000238,T,Jednorodzinna,popiół,worek,,,
23.116324,53.125667,1000238,T,Jednorodzinna,szkło,worek,,,
23.116324,53.125667,1000238,T,Jednorodzinna,zielone,worek,,,
23.116324,53.125667,1000238,T,Jednorodzinna,zmieszane,120,18014398708513665,4000000BDCFB81,4000000BDCFB81
23.114662,53.124084,1000239,T,Jednorodzinna,SUCHE,worek,,,
23.114662,53.124084,1000239,T,Jednorodzinna,gabaryty,kontener,,,
23.114662,53.124084,1000239,T,Jednorodzinna,popiół,worek,,,
23.114662,53.124084,1000239,T,Jednorodzinna,szkło,worek,,,
23.114662,53.124084,1000239,T,Jednorodzinna,zielone,worek,,,
23.114662,53.124084,1000239,T,Jednorodzinna,zmieszane,120,18014398708514185,4000000BDCFD89,4000000BDCFD89
23.087564,53.12348,1000240,T,Jednorodzinna,SUCHE,worek,,,
23.087564,53.12348,1000240,T,Jednorodzinna,gabaryty,kontener,,,
23.087564,53.12348,1000240,T,Jednorodzinna,popiół,worek,,,
23.087564,53.12348,1000240,T,Jednorodzinna,szkło,worek,,,
23.087564,53.12348,1000240,T,Jednorodzinna,zielone,worek,,,
23.087564,53.12348,1000240,T,Jednorodzinna,zmieszane,120,18014398708514279,4000000BDCFDE7,4000000BDCFDE7
23.094658,53.127431,1000241,T,Jednorodzinna,SUCHE,worek,,,
23.094658,53.127431,1000241,T,Jednorodzinna,gabaryty,kontener,,,
23.094658,53.127431,1000241,T,Jednorodzinna,popiół,worek,,,
23.094658,53.127431,1000241,T,Jednorodzinna,szkło,worek,,,
23.094658,53.127431,1000241,T,Jednorodzinna,zielone,worek,,,
23.094658,53.127431,1000241,T,Jednorodzinna,zmieszane,120,18014398708514918,4000000BDD0066,4000000BDD0066
23.072649,53.128147,1000242,T,Jednorodzinna,SUCHE,worek,,,
23.072649,53.128147,1000242,T,Jednorodzinna,gabaryty,kontener,,,
23.072649,53.128147,1000242,T,Jednorodzinna,popiół,worek,,,
23.072649,53.128147,1000242,T,Jednorodzinna,szkło,worek,,,
23.072649,53.128147,1000242,T,Jednorodzinna,zielone,worek,,,
23.072649,53.128147,1000242,T,Jednorodzinna,zmieszane,120,18014398708508004,4000000BDCE564,4000000BDCE564
23.071893,53.128716,1000243,T,Jednorodzinna,SUCHE,worek,,,
23.071893,53.128716,1000243,T,Jednorodzinna,gabaryty,kontener,,,
23.071893,53.128716,1000243,T,Jednorodzinna,popiół,worek,,,
23.071893,53.128716,1000243,T,Jednorodzinna,szkło,worek,,,
23.071893,53.128716,1000243,T,Jednorodzinna,zielone,worek,,,
23.071893,53.128716,1000243,T,Jednorodzinna,zmieszane,240,18014398708499376,4000000BDCC3B0,4000000BDCC3B0
23.116658,53.126093,1000244,T,Jednorodzinna,SUCHE,worek,,,
23.116658,53.126093,1000244,T,Jednorodzinna,gabaryty,kontener,,,
23.116658,53.126093,1000244,T,Jednorodzinna,popiół,worek,,,
23.116658,53.126093,1000244,T,Jednorodzinna,szkło,worek,,,
23.116658,53.126093,1000244,T,Jednorodzinna,zielone,worek,,,
23.116658,53.126093,1000244,T,Jednorodzinna,zmieszane,120,18014398708513713,4000000BDCFBB1,4000000BDCFBB1
23.088507,53.128653,1000245,T,Jednorodzinna,SUCHE,worek,,,
23.088507,53.128653,1000245,T,Jednorodzinna,gabaryty,kontener,,,
23.088507,53.128653,1000245,T,Jednorodzinna,popiół,worek,,,
23.088507,53.128653,1000245,T,Jednorodzinna,szkło,worek,,,
23.088507,53.128653,1000245,T,Jednorodzinna,zielone,worek,,,
23.088507,53.128653,1000245,T,Jednorodzinna,zmieszane,120,18014398708497853,4000000BDCBDBD,4000000BDCBDBD
23.088858,53.121396,1000246,T,Jednorodzinna,SUCHE,worek,,,
23.088858,53.121396,1000246,T,Jednorodzinna,gabaryty,kontener,,,
23.088858,53.121396,1000246,T,Jednorodzinna,popiół,worek,,,
23.088858,53.121396,1000246,T,Jednorodzinna,szkło,worek,,,
23.088858,53.121396,1000246,T,Jednorodzinna,zielone,worek,,,
23.088858,53.121396,1000246,T,Jednorodzinna,zmieszane,120,18014398708580997,4000000BDE0285,4000000BDE0285
23.088422,53.120667,1000247,T,Jednorodzinna,SUCHE,worek,,,
23.088422,53.120667,1000247,T,Jednorodzinna,gabaryty,kontener,,,
23.088422,53.120667,1000247,T,Jednorodzinna,popiół,worek,,,
23.088422,53.120667,1000247,T,Jednorodzinna,szkło,worek,,,
23.088422,53.120667,1000247,T,Jednorodzinna,zielone,worek,,,
23.088422,53.120667,1000247,T,Jednorodzinna,zmieszane,240,18014398708571399,4000000BDDDD07,4000000BDDDD07
23.08948,53.120396,1000248,T,Jednorodzinna,SUCHE,worek,,,
23.08948,53.120396,1000248,T,Jednorodzinna,gabaryty,kontener,,,
23.08948,53.120396,1000248,T,Jednorodzinna,popiół,worek,,,
23.08948,53.120396,1000248,T,Jednorodzinna,szkło,worek,,,
23.08948,53.120396,1000248,T,Jednorodzinna,zielone,worek,,,
23.08948,53.120396,1000248,T,Jednorodzinna,zmieszane,120,18014398708595399,4000000BDE3AC7,4000000BDE3AC7
23.089551,53.120213,1000249,T,Jednorodzinna,SUCHE,worek,,,
23.089551,53.120213,1000249,T,Jednorodzinna,gabaryty,kontener,,,
23.089551,53.120213,1000249,T,Jednorodzinna,popiół,worek,,,
23.089551,53.120213,1000249,T,Jednorodzinna,szkło,worek,,,
23.089551,53.120213,1000249,T,Jednorodzinna,zielone,worek,,,
23.089551,53.120213,1000249,T,Jednorodzinna,zmieszane,120,18014398708609809,4000000BDE7311,4000000BDE7311
23.089022,53.12116,1000250,T,Jednorodzinna,SUCHE,worek,,,
23.089022,53.12116,1000250,T,Jednorodzinna,gabaryty,kontener,,,
23.089022,53.12116,1000250,T,Jednorodzinna,popiół,worek,,,
23.089022,53.12116,1000250,T,Jednorodzinna,szkło,worek,,,
23.089022,53.12116,1000250,T,Jednorodzinna,zielone,worek,,,
23.089022,53.12116,1000250,T,Jednorodzinna,zmieszane,120,18014398708578769,4000000BDDF9D1,4000000BDDF9D1
23.08968,53.120004,1000251,T,Jednorodzinna,SUCHE,worek,,,
23.08968,53.120004,1000251,T,Jednorodzinna,gabaryty,kontener,,,
23.08968,53.120004,1000251,T,Jednorodzinna,popiół,worek,,,
23.08968,53.120004,1000251,T,Jednorodzinna,szkło,worek,,,
23.08968,53.120004,1000251,T,Jednorodzinna,zielone,worek,,,
23.08968,53.120004,1000251,T,Jednorodzinna,zmieszane,120,18014398708581592,4000000BDE04D8,4000000BDE04D8
23.089116,53.120964,1000252,T,Jednorodzinna,SUCHE,worek,,,
23.089116,53.120964,1000252,T,Jednorodzinna,gabaryty,kontener,,,
23.089116,53.120964,1000252,T,Jednorodzinna,popiół,worek,,,
23.089116,53.120964,1000252,T,Jednorodzinna,szkło,worek,,,
23.089116,53.120964,1000252,T,Jednorodzinna,zielone,worek,,,
23.089116,53.120964,1000252,T,Jednorodzinna,zmieszane,120,18014398708609793,4000000BDE7301,4000000BDE7301
23.089809,53.119796,1000253,T,Jednorodzinna,SUCHE,worek,,,
23.089809,53.119796,1000253,T,Jednorodzinna,gabaryty,kontener,,,
23.089809,53.119796,1000253,T,Jednorodzinna,popiół,worek,,,
23.089809,53.119796,1000253,T,Jednorodzinna,szkło,worek,,,
23.089809,53.119796,1000253,T,Jednorodzinna,zielone,worek,,,
23.089809,53.119796,1000253,T,Jednorodzinna,zmieszane,240,18014398708532837,4000000BDD4665,4000000BDD4665
23.089249,53.120733,1000254,T,Jednorodzinna,SUCHE,worek,,,
23.089249,53.120733,1000254,T,Jednorodzinna,gabaryty,kontener,,,
23.089249,53.120733,1000254,T,Jednorodzinna,popiół,worek,,,
23.089249,53.120733,1000254,T,Jednorodzinna,szkło,worek,,,
23.089249,53.120733,1000254,T,Jednorodzinna,zielone,worek,,,
23.089249,53.120733,1000254,T,Jednorodzinna,zmieszane,120,18014398708593994,4000000BDE354A,4000000BDE354A
23.089867,53.11972,1000255,T,Jednorodzinna,SUCHE,worek,,,
23.089867,53.11972,1000255,T,Jednorodzinna,gabaryty,kontener,,,
23.089867,53.11972,1000255,T,Jednorodzinna,popiół,worek,,,
23.089867,53.11972,1000255,T,Jednorodzinna,szkło,worek,,,
23.089867,53.11972,1000255,T,Jednorodzinna,zielone,worek,,,
23.089867,53.11972,1000255,T,Jednorodzinna,zmieszane,120,18014398708608852,4000000BDE6F54,4000000BDE6F54
23.09008,53.1194,1000256,T,Jednorodzinna,SUCHE,worek,,,
23.09008,53.1194,1000256,T,Jednorodzinna,gabaryty,kontener,,,
23.09008,53.1194,1000256,T,Jednorodzinna,popiół,worek,,,
23.09008,53.1194,1000256,T,Jednorodzinna,szkło,worek,,,
23.09008,53.1194,1000256,T,Jednorodzinna,zielone,worek,,,
23.09008,53.1194,1000256,T,Jednorodzinna,zmieszane,120,18014398708591806,4000000BDE2CBE,4000000BDE2CBE
23.090053,53.11924,1000257,T,Jednorodzinna,SUCHE,worek,,,
23.090053,53.11924,1000257,T,Jednorodzinna,gabaryty,kontener,,,
23.090053,53.11924,1000257,T,Jednorodzinna,popiół,worek,,,
23.090053,53.11924,1000257,T,Jednorodzinna,szkło,worek,,,
23.090053,53.11924,1000257,T,Jednorodzinna,zielone,worek,,,
23.090053,53.11924,1000257,T,Jednorodzinna,zmieszane,120,18014398708609272,4000000BDE70F8,4000000BDE70F8
23.089609,53.118716,1000258,T,Jednorodzinna,SUCHE,worek,,,
23.089609,53.118716,1000258,T,Jednorodzinna,gabaryty,kontener,,,
23.089609,53.118716,1000258,T,Jednorodzinna,popiół,worek,,,
23.089609,53.118716,1000258,T,Jednorodzinna,szkło,worek,,,
23.089609,53.118716,1000258,T,Jednorodzinna,zielone,worek,,,
23.089609,53.118716,1000258,T,Jednorodzinna,zmieszane,120,18014398708592083,4000000BDE2DD3,4000000BDE2DD3
23.089609,53.118716,1000259,T,Jednorodzinna,SUCHE,worek,,,
23.089609,53.118716,1000259,T,Jednorodzinna,gabaryty,kontener,,,
23.089609,53.118716,1000259,T,Jednorodzinna,popiół,worek,,,
23.089609,53.118716,1000259,T,Jednorodzinna,szkło,worek,,,
23.089609,53.118716,1000259,T,Jednorodzinna,zielone,worek,,,
23.089609,53.118716,1000259,T,Jednorodzinna,zmieszane,240,18014398708592181,4000000BDE2E35,4000000BDE2E35
23.091364,53.118556,1000260,T,Jednorodzinna,SUCHE,worek,,,
23.091364,53.118556,1000260,T,Jednorodzinna,gabaryty,kontener,,,
23.091364,53.118556,1000260,T,Jednorodzinna,popiół,worek,,,
23.091364,53.118556,1000260,T,Jednorodzinna,szkło,worek,,,
23.091364,53.118556,1000260,T,Jednorodzinna,zielone,worek,,,
23.091364,53.118556,1000260,T,Jednorodzinna,zmieszane,120,18014398708608854,4000000BDE6F56,4000000BDE6F56
23.091649,53.118462,1000261,T,Jednorodzinna,SUCHE,worek,,,
23.091649,53.118462,1000261,T,Jednorodzinna,gabaryty,kontener,,,
23.091649,53.118462,1000261,T,Jednorodzinna,popiół,worek,,,
23.091649,53.118462,1000261,T,Jednorodzinna,szkło,worek,,,
23.091649,53.118462,1000261,T,Jednorodzinna,zielone,worek,,,
23.091649,53.118462,1000261,T,Jednorodzinna,zmieszane,120,18014398708591592,4000000BDE2BE8,4000000BDE2BE8
23.092289,53.118289,1000262,T,Jednorodzinna,SUCHE,worek,,,
23.092289,53.118289,1000262,T,Jednorodzinna,gabaryty,kontener,,,
23.092289,53.118289,1000262,T,Jednorodzinna,popiół,worek,,,
23.092289,53.118289,1000262,T,Jednorodzinna,szkło,worek,,,
23.092289,53.118289,1000262,T,Jednorodzinna,zielone,worek,,,
23.092289,53.118289,1000262,T,Jednorodzinna,zmieszane,120,18014398708609518,4000000BDE71EE,4000000BDE71EE
23.08968,53.120004,1000263,T,Jednorodzinna,SUCHE,worek,,,
23.08968,53.120004,1000263,T,Jednorodzinna,gabaryty,kontener,,,
23.08968,53.120004,1000263,T,Jednorodzinna,popiół,worek,,,
23.08968,53.120004,1000263,T,Jednorodzinna,szkło,worek,,,
23.08968,53.120004,1000263,T,Jednorodzinna,zielone,worek,,,
23.08968,53.120004,1000263,T,Jednorodzinna,zmieszane,120,18014398708594799,4000000BDE386F,4000000BDE386F
23.092653,53.118089,1000264,T,Jednorodzinna,SUCHE,worek,,,
23.092653,53.118089,1000264,T,Jednorodzinna,gabaryty,kontener,,,
23.092653,53.118089,1000264,T,Jednorodzinna,popiół,worek,,,
23.092653,53.118089,1000264,T,Jednorodzinna,szkło,worek,,,
23.092653,53.118089,1000264,T,Jednorodzinna,zielone,worek,,,
23.092653,53.118089,1000264,T,Jednorodzinna,zmieszane,240,18014398708581060,4000000BDE02C4,4000000BDE02C4
23.089867,53.11972,1000265,T,Jednorodzinna,SUCHE,worek,,,
23.089867,53.11972,1000265,T,Jednorodzinna,gabaryty,kontener,,,
23.089867,53.11972,1000265,T,Jednorodzinna,popiół,worek,,,
23.089867,53.11972,1000265,T,Jednorodzinna,szkło,worek,,,
23.089867,53.11972,1000265,T,Jednorodzinna,zielone,worek,,,
23.089867,53.11972,1000265,T,Jednorodzinna,zmieszane,120,18014398708591521,4000000BDE2BA1,4000000BDE2BA1
23.092538,53.117964,1000266,T,Jednorodzinna,SUCHE,worek,,,
23.092538,53.117964,1000266,T,Jednorodzinna,gabaryty,kontener,,,
23.092538,53.117964,1000266,T,Jednorodzinna,popiół,worek,,,
23.092538,53.117964,1000266,T,Jednorodzinna,szkło,worek,,,
23.092538,53.117964,1000266,T,Jednorodzinna,zielone,worek,,,
23.092538,53.117964,1000266,T,Jednorodzinna,zmieszane,120,18014398708592545,4000000BDE2FA1,4000000BDE2FA1
23.089867,53.11972,1000267,T,Jednorodzinna,SUCHE,worek,,,
23.089867,53.11972,1000267,T,Jednorodzinna,gabaryty,kontener,,,
23.089867,53.11972,1000267,T,Jednorodzinna,popiół,worek,,,
23.089867,53.11972,1000267,T,Jednorodzinna,szkło,worek,,,
23.089867,53.11972,1000267,T,Jednorodzinna,zielone,worek,,,
23.089867,53.11972,1000267,T,Jednorodzinna,zmieszane,120,18014398708595550,4000000BDE3B5E,4000000BDE3B5E
23.090022,53.119404,1000268,T,Jednorodzinna,SUCHE,worek,,,
23.090022,53.119404,1000268,T,Jednorodzinna,gabaryty,kontener,,,
23.090022,53.119404,1000268,T,Jednorodzinna,popiół,worek,,,
23.090022,53.119404,1000268,T,Jednorodzinna,szkło,worek,,,
23.090022,53.119404,1000268,T,Jednorodzinna,zielone,worek,,,
23.090022,53.119404,1000268,T,Jednorodzinna,zmieszane,120,18014398708571020,4000000BDDDB8C,4000000BDDDB8C
23.094084,53.117631,1000269,T,Jednorodzinna,SUCHE,worek,,,
23.094084,53.117631,1000269,T,Jednorodzinna,gabaryty,kontener,,,
23.094084,53.117631,1000269,T,Jednorodzinna,popiół,worek,,,
23.094084,53.117631,1000269,T,Jednorodzinna,szkło,worek,,,
23.094084,53.117631,1000269,T,Jednorodzinna,zielone,worek,,,
23.094084,53.117631,1000269,T,Jednorodzinna,zmieszane,120,18014398708581083,4000000BDE02DB,4000000BDE02DB
23.09024,53.119071,1000270,T,Jednorodzinna,SUCHE,worek,,,
23.09024,53.119071,1000270,T,Jednorodzinna,gabaryty,kontener,,,
23.09024,53.119071,1000270,T,Jednorodzinna,popiół,worek,,,
23.09024,53.119071,1000270,T,Jednorodzinna,szkło,worek,,,
23.09024,53.119071,1000270,T,Jednorodzinna,zielone,worek,,,
23.09024,53.119071,1000270,T,Jednorodzinna,zmieszane,120,18014398708580820,4000000BDE01D4,4000000BDE01D4
23.106271,53.12484,1000271,T,Jednorodzinna,SUCHE,worek,,,
23.106271,53.12484,1000271,T,Jednorodzinna,gabaryty,kontener,,,
23.106271,53.12484,1000271,T,Jednorodzinna,popiół,worek,,,
23.106271,53.12484,1000271,T,Jednorodzinna,szkło,worek,,,
23.106271,53.12484,1000271,T,Jednorodzinna,zielone,worek,,,
23.106271,53.12484,1000271,T,Jednorodzinna,zmieszane,120,18014398708591686,4000000BDE2C46,4000000BDE2C46
23.09456,53.117467,1000272,T,Jednorodzinna,SUCHE,worek,,,
23.09456,53.117467,1000272,T,Jednorodzinna,gabaryty,kontener,,,
23.09456,53.117467,1000272,T,Jednorodzinna,popiół,worek,,,
23.09456,53.117467,1000272,T,Jednorodzinna,szkło,worek,,,
23.09456,53.117467,1000272,T,Jednorodzinna,zielone,worek,,,
23.09456,53.117467,1000272,T,Jednorodzinna,zmieszane,120,18014398708570464,4000000BDDD960,4000000BDDD960
23.090671,53.118818,1000273,T,Jednorodzinna,SUCHE,worek,,,
23.090671,53.118818,1000273,T,Jednorodzinna,gabaryty,kontener,,,
23.090671,53.118818,1000273,T,Jednorodzinna,popiół,worek,,,
23.090671,53.118818,1000273,T,Jednorodzinna,szkło,worek,,,
23.090671,53.118818,1000273,T,Jednorodzinna,zielone,worek,,,
23.090671,53.118818,1000273,T,Jednorodzinna,zmieszane,120,18014398708607188,4000000BDE68D4,4000000BDE68D4
23.091173,53.11868,1000275,T,Jednorodzinna,SUCHE,worek,,,
23.091173,53.11868,1000275,T,Jednorodzinna,gabaryty,kontener,,,
23.091173,53.11868,1000275,T,Jednorodzinna,popiół,worek,,,
23.091173,53.11868,1000275,T,Jednorodzinna,szkło,worek,,,
23.091173,53.11868,1000275,T,Jednorodzinna,zielone,worek,,,
23.091173,53.11868,1000275,T,Jednorodzinna,zmieszane,120,18014398708593289,4000000BDE3289,4000000BDE3289
23.091604,53.118444,1000276,T,Jednorodzinna,SUCHE,worek,,,
23.091604,53.118444,1000276,T,Jednorodzinna,gabaryty,kontener,,,
23.091604,53.118444,1000276,T,Jednorodzinna,popiół,worek,,,
23.091604,53.118444,1000276,T,Jednorodzinna,szkło,worek,,,
23.091604,53.118444,1000276,T,Jednorodzinna,zielone,worek,,,
23.091604,53.118444,1000276,T,Jednorodzinna,zmieszane,120,18014398708609701,4000000BDE72A5,4000000BDE72A5
23.092267,53.118258,1000277,T,Jednorodzinna,SUCHE,worek,,,
23.092267,53.118258,1000277,T,Jednorodzinna,gabaryty,kontener,,,
23.092267,53.118258,1000277,T,Jednorodzinna,popiół,worek,,,
23.092267,53.118258,1000277,T,Jednorodzinna,szkło,worek,,,
23.092267,53.118258,1000277,T,Jednorodzinna,zielone,worek,,,
23.092267,53.118258,1000277,T,Jednorodzinna,zmieszane,120,18014398708595469,4000000BDE3B0D,4000000BDE3B0D
23.092591,53.118133,1000278,T,Jednorodzinna,SUCHE,worek,,,
23.092591,53.118133,1000278,T,Jednorodzinna,gabaryty,kontener,,,
