,,,,,,,,
Długość geograficzna,Szerokość geograficzna,Deklaracja segregacji,Typ nieruchomości,Typ odpadu,Typ pojemnika,Identyfikator transpondera (DEC),Identyfikator transpondera (HEX),Nr pojemnika
23.075587,53.124404,T,Jednorodzinna,gabaryty,kontener,,,
23.075587,53.124404,T,Jednorodzinna,popiół,worek,,,
23.075587,53.124404,T,Jednorodzinna,szkło,worek,,,
23.075587,53.124404,T,Jednorodzinna,zielone,worek,,,
23.075587,53.124404,T,Jednorodzinna,zmieszane,120,18014398708540780,4000000BDD656C,4000000BDD656C
23.07572,53.124467,T,Jednorodzinna,SUCHE,worek,,,
23.07572,53.124467,T,Jednorodzinna,gabaryty,kontener,,,
23.07572,53.124467,T,Jednorodzinna,popiół,worek,,,
23.07572,53.124467,T,Jednorodzinna,szkło,worek,,,
23.07572,53.124467,T,Jednorodzinna,zielone,worek,,,
23.07572,53.124467,T,Jednorodzinna,zmieszane,120,18014398708518492,4000000BDD0E5C,4000000BDD0E5C
23.075587,53.124404,T,Jednorodzinna,SUCHE,worek,,,
23.075587,53.124404,T,Jednorodzinna,gabaryty,kontener,,,
23.075587,53.124404,T,Jednorodzinna,popiół,worek,,,
23.075587,53.124404,T,Jednorodzinna,szkło,worek,,,
23.075587,53.124404,T,Jednorodzinna,zielone,worek,,,
23.075587,53.124404,T,Jednorodzinna,zmieszane,120,18014398708547036,4000000BDD7DDC,4000000BDD7DDC
23.075587,53.124422,T,Jednorodzinna,SUCHE,worek,,,
23.075587,53.124422,T,Jednorodzinna,gabaryty,kontener,,,
23.075587,53.124422,T,Jednorodzinna,popiół,worek,,,
23.075587,53.124422,T,Jednorodzinna,szkło,worek,,,
23.075587,53.124422,T,Jednorodzinna,zielone,worek,,,
23.075587,53.124422,T,Jednorodzinna,zmieszane,120,18014398708517795,4000000BDD0BA3,4000000BDD0BA3
23.075587,53.124404,T,Jednorodzinna,SUCHE,worek,,,
23.075587,53.124404,T,Jednorodzinna,gabaryty,kontener,,,
23.075587,53.124404,T,Jednorodzinna,popiół,worek,,,
23.075587,53.124404,T,Jednorodzinna,szkło,worek,,,
23.075587,53.124404,T,Jednorodzinna,zielone,worek,,,
23.075587,53.124404,T,Jednorodzinna,zmieszane,120,18014398708517488,4000000BDD0A70,4000000BDD0A70
23.075587,53.124404,T,Jednorodzinna,SUCHE,worek,,,
23.075587,53.124404,T,Jednorodzinna,gabaryty,kontener,,,
23.075587,53.124404,T,Jednorodzinna,popiół,worek,,,
23.075587,53.124404,T,Jednorodzinna,szkło,worek,,,
23.075587,53.124404,T,Jednorodzinna,zielone,worek,,,
23.075587,53.124404,T,Jednorodzinna,zmieszane,120,18014398708517662,4000000BDD0B1E,4000000BDD0B1E
23.075587,53.124404,T,Jednorodzinna,SUCHE,worek,,,
23.075587,53.124404,T,Jednorodzinna,gabaryty,kontener,,,
23.075587,53.124404,T,Jednorodzinna,popiół,worek,,,
23.075587,53.124404,T,Jednorodzinna,szkło,worek,,,
23.075587,53.124404,T,Jednorodzinna,zielone,worek,,,
23.075587,53.124404,T,Jednorodzinna,zmieszane,120,18014398708548023,4000000BDD81B7,4000000BDD81B7
23.074924,53.124262,T,Jednorodzinna,SUCHE,worek,,,
23.074924,53.124262,T,Jednorodzinna,gabaryty,kontener,,,
23.074924,53.124262,T,Jednorodzinna,popiół,worek,,,
23.074924,53.124262,T,Jednorodzinna,szkło,worek,,,
23.074924,53.124262,T,Jednorodzinna,zielone,worek,,,
23.074924,53.124262,T,Jednorodzinna,zmieszane,120,18014398708541059,4000000BDD6683,4000000BDD6683
23.074924,53.124262,T,Jednorodzinna,SUCHE,worek,,,
23.074924,53.124262,T,Jednorodzinna,gabaryty,kontener,,,
23.074924,53.124262,T,Jednorodzinna,popiół,worek,,,
23.074924,53.124262,T,Jednorodzinna,szkło,worek,,,
23.074924,53.124262,T,Jednorodzinna,zielone,worek,,,
23.074924,53.124262,T,Jednorodzinna,zmieszane,120,18014398708517641,4000000BDD0B09,4000000BDD0B09
23.074662,53.124182,T,Jednorodzinna,SUCHE,worek,,,
23.074662,53.124182,T,Jednorodzinna,gabaryty,kontener,,,
23.074662,53.124182,T,Jednorodzinna,popiół,worek,,,
23.074662,53.124182,T,Jednorodzinna,szkło,worek,,,
23.074662,53.124182,T,Jednorodzinna,zielone,worek,,,
23.074662,53.124182,T,Jednorodzinna,zmieszane,120,18014398708540750,4000000BDD654E,4000000BDD654E
23.074773,53.124222,T,Jednorodzinna,SUCHE,worek,,,
23.074773,53.124222,T,Jednorodzinna,gabaryty,kontener,,,
23.074773,53.124222,T,Jednorodzinna,popiół,worek,,,
23.074773,53.124222,T,Jednorodzinna,szkło,worek,,,
23.074773,53.124222,T,Jednorodzinna,zielone,worek,,,
23.074773,53.124222,T,Jednorodzinna,zmieszane,120,18014398708540918,4000000BDD65F6,4000000BDD65F6
23.074747,53.124227,T,Jednorodzinna,SUCHE,worek,,,
23.074747,53.124227,T,Jednorodzinna,gabaryty,kontener,,,
23.074747,53.124227,T,Jednorodzinna,popiół,worek,,,
23.074747,53.124227,T,Jednorodzinna,szkło,worek,,,
23.074747,53.124227,T,Jednorodzinna,zielone,worek,,,
23.074747,53.124227,T,Jednorodzinna,zmieszane,120,18014398708547355,4000000BDD7F1B,4000000BDD7F1B
23.074662,53.124182,T,Jednorodzinna,SUCHE,worek,,,
23.074662,53.124182,T,Jednorodzinna,gabaryty,kontener,,,
23.074662,53.124182,T,Jednorodzinna,popiół,worek,,,
23.074662,53.124182,T,Jednorodzinna,szkło,worek,,,
23.074662,53.124182,T,Jednorodzinna,zielone,worek,,,
23.074662,53.124182,T,Jednorodzinna,zmieszane,120,18014398708541605,4000000BDD68A5,4000000BDD68A5
23.074551,53.124178,T,Jednorodzinna,SUCHE,worek,,,
23.074551,53.124178,T,Jednorodzinna,gabaryty,kontener,,,
23.074551,53.124178,T,Jednorodzinna,popiół,worek,,,
23.074551,53.124178,T,Jednorodzinna,szkło,worek,,,
23.074551,53.124178,T,Jednorodzinna,zielone,worek,,,
23.074551,53.124178,T,Jednorodzinna,zmieszane,120,18014398708540622,4000000BDD64CE,4000000BDD64CE
23.074551,53.124178,T,Jednorodzinna,SUCHE,worek,,,
23.074551,53.124178,T,Jednorodzinna,gabaryty,kontener,,,
23.074551,53.124178,T,Jednorodzinna,popiół,worek,,,
23.074551,53.124178,T,Jednorodzinna,szkło,worek,,,
23.074551,53.124178,T,Jednorodzinna,zielone,worek,,,
23.074551,53.124178,T,Jednorodzinna,zmieszane,120,18014398708518421,4000000BDD0E15,4000000BDD0E15
23.074418,53.124111,T,Jednorodzinna,SUCHE,worek,,,
23.074418,53.124111,T,Jednorodzinna,gabaryty,kontener,,,
23.074418,53.124111,T,Jednorodzinna,popiół,worek,,,
23.074418,53.124111,T,Jednorodzinna,szkło,worek,,,
23.074418,53.124111,T,Jednorodzinna,zielone,worek,,,
23.074418,53.124111,T,Jednorodzinna,zmieszane,120,18014398708541501,4000000BDD683D,4000000BDD683D
23.074662,53.124182,T,Jednorodzinna,SUCHE,worek,,,
23.074662,53.124182,T,Jednorodzinna,gabaryty,kontener,,,
23.074662,53.124182,T,Jednorodzinna,popiół,worek,,,
23.074662,53.124182,T,Jednorodzinna,szkło,worek,,,
23.074662,53.124182,T,Jednorodzinna,zielone,worek,,,
23.074662,53.124182,T,Jednorodzinna,zmieszane,120,18014398708518309,4000000BDD0DA5,4000000BDD0DA5
23.074662,53.124182,T,Jednorodzinna,SUCHE,worek,,,
23.074662,53.124182,T,Jednorodzinna,gabaryty,kontener,,,
23.074662,53.124182,T,Jednorodzinna,popiół,worek,,,
23.074662,53.124182,T,Jednorodzinna,szkło,worek,,,
23.074662,53.124182,T,Jednorodzinna,zielone,worek,,,
23.074662,53.124182,T,Jednorodzinna,zmieszane,120,18014398708542854,4000000BDD6D86,4000000BDD6D86
23.0746,53.123836,T,Jednorodzinna,SUCHE,worek,,,
23.0746,53.123836,T,Jednorodzinna,gabaryty,kontener,,,
23.0746,53.123836,T,Jednorodzinna,popiół,worek,,,
23.0746,53.123836,T,Jednorodzinna,szkło,worek,,,
23.0746,53.123836,T,Jednorodzinna,zielone,worek,,,
23.0746,53.123836,T,Jednorodzinna,zmieszane,120,18014398708542156,4000000BDD6ACC,4000000BDD6ACC
23.076102,53.124507,T,Jednorodzinna,SUCHE,worek,,,
23.076102,53.124507,T,Jednorodzinna,gabaryty,kontener,,,
23.076102,53.124507,T,Jednorodzinna,popiół,worek,,,
23.076102,53.124507,T,Jednorodzinna,szkło,worek,,,
23.076102,53.124507,T,Jednorodzinna,zielone,worek,,,
23.076102,53.124507,T,Jednorodzinna,zmieszane,120,18014398708541092,4000000BDD66A4,4000000BDD66A4
23.077782,53.119467,T,Jednorodzinna,SUCHE,worek,,,
23.077782,53.119467,T,Jednorodzinna,gabaryty,kontener,,,
23.077782,53.119467,T,Jednorodzinna,popiół,worek,,,
23.077782,53.119467,T,Jednorodzinna,szkło,worek,,,
23.077782,53.119467,T,Jednorodzinna,zielone,worek,,,
23.077782,53.119467,T,Jednorodzinna,zmieszane,120,18014398708571033,4000000BDDDB99,4000000BDDDB99
23.07768,53.119609,T,Jednorodzinna,SUCHE,worek,,,
23.07768,53.119609,T,Jednorodzinna,gabaryty,kontener,,,
23.07768,53.119609,T,Jednorodzinna,popiół,worek,,,
23.07768,53.119609,T,Jednorodzinna,szkło,worek,,,
23.07768,53.119609,T,Jednorodzinna,zielone,worek,,,
23.07768,53.119609,T,Jednorodzinna,zmieszane,120,18014398708609659,4000000BDE727B,4000000BDE727B
23.077724,53.120809,T,Jednorodzinna,SUCHE,worek,,,
23.077724,53.120809,T,Jednorodzinna,gabaryty,kontener,,,
23.077724,53.120809,T,Jednorodzinna,popiół,worek,,,
23.077724,53.120809,T,Jednorodzinna,szkło,worek,,,
23.077724,53.120809,T,Jednorodzinna,zielone,worek,,,
23.077724,53.120809,T,Jednorodzinna,zmieszane,120,18014398708594411,4000000BDE36EB,4000000BDE36EB
23.077524,53.120013,T,Jednorodzinna,SUCHE,worek,,,
23.077524,53.120013,T,Jednorodzinna,gabaryty,kontener,,,
23.077524,53.120013,T,Jednorodzinna,popiół,worek,,,
23.077524,53.120013,T,Jednorodzinna,szkło,worek,,,
23.077524,53.120013,T,Jednorodzinna,zielone,worek,,,
23.077524,53.120013,T,Jednorodzinna,zmieszane,240,18014398708609137,4000000BDE7071,4000000BDE7071
23.077071,53.121253,T,Jednorodzinna,SUCHE,worek,,,
23.077071,53.121253,T,Jednorodzinna,gabaryty,kontener,,,
23.077071,53.121253,T,Jednorodzinna,popiół,worek,,,
23.077071,53.121253,T,Jednorodzinna,szkło,worek,,,
23.077071,53.121253,T,Jednorodzinna,zielone,worek,,,
23.077071,53.121253,T,Jednorodzinna,zmieszane,120,18014398708581269,4000000BDE0395,4000000BDE0395
23.077467,53.12032,T,Jednorodzinna,SUCHE,worek,,,
23.077467,53.12032,T,Jednorodzinna,gabaryty,kontener,,,
23.077467,53.12032,T,Jednorodzinna,popiół,worek,,,
23.077467,53.12032,T,Jednorodzinna,szkło,worek,,,
23.077467,53.12032,T,Jednorodzinna,zielone,worek,,,
23.077467,53.12032,T,Jednorodzinna,zmieszane,240,18014398708594829,4000000BDE388D,4000000BDE388D
23.076933,53.12148,T,Jednorodzinna,SUCHE,worek,,,
23.076933,53.12148,T,Jednorodzinna,gabaryty,kontener,,,
23.076933,53.12148,T,Jednorodzinna,popiół,worek,,,
23.076933,53.12148,T,Jednorodzinna,szkło,worek,,,
23.076933,53.12148,T,Jednorodzinna,zielone,worek,,,
23.076933,53.12148,T,Jednorodzinna,zmieszane,240,18014398708609737,4000000BDE72C9,4000000BDE72C9
23.077316,53.120724,T,Jednorodzinna,SUCHE,worek,,,
23.077316,53.120724,T,Jednorodzinna,gabaryty,kontener,,,
23.077316,53.120724,T,Jednorodzinna,popiół,worek,,,
23.077316,53.120724,T,Jednorodzinna,szkło,worek,,,
23.077316,53.120724,T,Jednorodzinna,zielone,worek,,,
23.077316,53.120724,T,Jednorodzinna,zmieszane,120,18014398708609034,4000000BDE700A,4000000BDE700A
23.0772,53.12088,T,Jednorodzinna,SUCHE,worek,,,
23.0772,53.12088,T,Jednorodzinna,gabaryty,kontener,,,
23.0772,53.12088,T,Jednorodzinna,popiół,worek,,,
23.0772,53.12088,T,Jednorodzinna,szkło,worek,,,
23.0772,53.12088,T,Jednorodzinna,zielone,worek,,,
23.0772,53.12088,T,Jednorodzinna,zmieszane,240,18014398708571180,4000000BDDDC2C,4000000BDDDC2C
23.077013,53.121338,T,Jednorodzinna,SUCHE,worek,,,
23.077013,53.121338,T,Jednorodzinna,gabaryty,kontener,,,
23.077013,53.121338,T,Jednorodzinna,popiół,worek,,,
23.077013,53.121338,T,Jednorodzinna,szkło,worek,,,
23.077013,53.121338,T,Jednorodzinna,zielone,worek,,,
23.077013,53.121338,T,Jednorodzinna,zmieszane,240,18014398708609065,4000000BDE7029,4000000BDE7029
23.077507,53.120227,T,Jednorodzinna,SUCHE,worek,,,
23.077507,53.120227,T,Jednorodzinna,gabaryty,kontener,,,
23.077507,53.120227,T,Jednorodzinna,popiół,worek,,,
23.077507,53.120227,T,Jednorodzinna,szkło,worek,,,
23.077507,53.120227,T,Jednorodzinna,zielone,worek,,,
23.077507,53.120227,T,Jednorodzinna,zmieszane,120,18014398708532676,4000000BDD45C4,4000000BDD45C4
23.077507,53.120227,T,Jednorodzinna,SUCHE,worek,,,
23.077507,53.120227,T,Jednorodzinna,gabaryty,kontener,,,
23.077507,53.120227,T,Jednorodzinna,popiół,worek,,,
23.077507,53.120227,T,Jednorodzinna,szkło,worek,,,
23.077507,53.120227,T,Jednorodzinna,zielone,worek,,,
23.077507,53.120227,T,Jednorodzinna,zmieszane,240,18014398708571232,4000000BDDDC60,4000000BDDDC60
23.077467,53.12032,T,Jednorodzinna,SUCHE,worek,,,
23.077467,53.12032,T,Jednorodzinna,gabaryty,kontener,,,
23.077467,53.12032,T,Jednorodzinna,popiół,worek,,,
23.077467,53.12032,T,Jednorodzinna,szkło,worek,,,
23.077467,53.12032,T,Jednorodzinna,zielone,worek,,,
23.077467,53.12032,T,Jednorodzinna,zmieszane,120,18014398708532823,4000000BDD4657,4000000BDD4657
23.077418,53.120449,T,Jednorodzinna,SUCHE,worek,,,
23.077418,53.120449,T,Jednorodzinna,gabaryty,kontener,,,
23.077418,53.120449,T,Jednorodzinna,popiół,worek,,,
23.077418,53.120449,T,Jednorodzinna,szkło,worek,,,
23.077418,53.120449,T,Jednorodzinna,zielone,worek,,,
23.077418,53.120449,T,Jednorodzinna,zmieszane,120,18014398708609807,4000000BDE730F,4000000BDE730F
23.077444,53.12044,T,Jednorodzinna,SUCHE,worek,,,
23.077444,53.12044,T,Jednorodzinna,gabaryty,kontener,,,
23.077444,53.12044,T,Jednorodzinna,popiół,worek,,,
23.077444,53.12044,T,Jednorodzinna,szkło,worek,,,
23.077444,53.12044,T,Jednorodzinna,zielone,worek,,,
23.077444,53.12044,T,Jednorodzinna,zmieszane,120,18014398708532907,4000000BDD46AB,4000000BDD46AB
23.077724,53.120809,T,Jednorodzinna,SUCHE,worek,,,
23.077724,53.120809,T,Jednorodzinna,gabaryty,kontener,,,
23.077724,53.120809,T,Jednorodzinna,popiół,worek,,,
23.077724,53.120809,T,Jednorodzinna,szkło,worek,,,
23.077724,53.120809,T,Jednorodzinna,zielone,worek,,,
23.077724,53.120809,T,Jednorodzinna,zmieszane,120,18014398708581643,4000000BDE050B,4000000BDE050B
23.0774,53.120684,T,Jednorodzinna,SUCHE,worek,,,
23.0774,53.120684,T,Jednorodzinna,gabaryty,kontener,,,
23.0774,53.120684,T,Jednorodzinna,popiół,worek,,,
23.0774,53.120684,T,Jednorodzinna,szkło,worek,,,
23.0774,53.120684,T,Jednorodzinna,zielone,worek,,,
23.0774,53.120684,T,Jednorodzinna,zmieszane,120,18014398708594345,4000000BDE36A9,4000000BDE36A9
23.077724,53.120809,T,Jednorodzinna,SUCHE,worek,,,
23.077724,53.120809,T,Jednorodzinna,gabaryty,kontener,,,
23.077724,53.120809,T,Jednorodzinna,popiół,worek,,,
23.077724,53.120809,T,Jednorodzinna,szkło,worek,,,
23.077724,53.120809,T,Jednorodzinna,zielone,worek,,,
23.077724,53.120809,T,Jednorodzinna,zmieszane,120,18014398708570640,4000000BDDDA10,4000000BDDDA10
23.077724,53.120809,T,Jednorodzinna,SUCHE,worek,,,
23.077724,53.120809,T,Jednorodzinna,gabaryty,kontener,,,
23.077724,53.120809,T,Jednorodzinna,popiół,worek,,,
23.077724,53.120809,T,Jednorodzinna,szkło,worek,,,
23.077724,53.120809,T,Jednorodzinna,zielone,worek,,,
23.077724,53.120809,T,Jednorodzinna,zmieszane,120,18014398708609019,4000000BDE6FFB,4000000BDE6FFB
23.077556,53.120787,T,Jednorodzinna,SUCHE,worek,,,
23.077556,53.120787,T,Jednorodzinna,gabaryty,kontener,,,
23.077556,53.120787,T,Jednorodzinna,popiół,worek,,,
23.077556,53.120787,T,Jednorodzinna,szkło,worek,,,
23.077556,53.120787,T,Jednorodzinna,zielone,worek,,,
23.077556,53.120787,T,Jednorodzinna,zmieszane,120,18014398708591355,4000000BDE2AFB,4000000BDE2AFB
23.077702,53.120787,T,Jednorodzinna,SUCHE,worek,,,
23.077702,53.120787,T,Jednorodzinna,gabaryty,kontener,,,
23.077702,53.120787,T,Jednorodzinna,popiół,worek,,,
23.077702,53.120787,T,Jednorodzinna,szkło,worek,,,
23.077702,53.120787,T,Jednorodzinna,zielone,worek,,,
23.077702,53.120787,T,Jednorodzinna,zmieszane,120,18014398708594535,4000000BDE3767,4000000BDE3767
23.0774,53.120684,T,Jednorodzinna,SUCHE,worek,,,
23.0774,53.120684,T,Jednorodzinna,gabaryty,kontener,,,
23.0774,53.120684,T,Jednorodzinna,popiół,worek,,,
23.0774,53.120684,T,Jednorodzinna,szkło,worek,,,
23.0774,53.120684,T,Jednorodzinna,zielone,worek,,,
23.0774,53.120684,T,Jednorodzinna,zmieszane,120,18014398708609828,4000000BDE7324,4000000BDE7324
23.077316,53.121302,T,Jednorodzinna,SUCHE,worek,,,
23.077316,53.121302,T,Jednorodzinna,gabaryty,kontener,,,
23.077316,53.121302,T,Jednorodzinna,popiół,worek,,,
23.077316,53.121302,T,Jednorodzinna,szkło,worek,,,
23.077316,53.121302,T,Jednorodzinna,zielone,worek,,,
23.077316,53.121302,T,Jednorodzinna,zmieszane,240,18014398708592775,4000000BDE3087,4000000BDE3087
23.077649,53.121369,T,Jednorodzinna,SUCHE,worek,,,
23.077649,53.121369,T,Jednorodzinna,gabaryty,kontener,,,
23.077649,53.121369,T,Jednorodzinna,popiół,worek,,,
23.077649,53.121369,T,Jednorodzinna,szkło,worek,,,
23.077649,53.121369,T,Jednorodzinna,zielone,worek,,,
23.077649,53.121369,T,Jednorodzinna,zmieszane,240,18014398708532691,4000000BDD45D3,4000000BDD45D3
23.07748,53.12132,T,Jednorodzinna,SUCHE,worek,,,
23.07748,53.12132,T,Jednorodzinna,gabaryty,kontener,,,
23.07748,53.12132,T,Jednorodzinna,popiół,worek,,,
23.07748,53.12132,T,Jednorodzinna,szkło,worek,,,
23.07748,53.12132,T,Jednorodzinna,zielone,worek,,,
23.07748,53.12132,T,Jednorodzinna,zmieszane,120,18014398708571349,4000000BDDDCD5,4000000BDDDCD5
23.077316,53.121302,T,Jednorodzinna,SUCHE,worek,,,
23.077316,53.121302,T,Jednorodzinna,gabaryty,kontener,,,
23.077316,53.121302,T,Jednorodzinna,popiół,worek,,,
23.077316,53.121302,T,Jednorodzinna,szkło,worek,,,
23.077316,53.121302,T,Jednorodzinna,zielone,worek,,,
23.077316,53.121302,T,Jednorodzinna,zmieszane,240,18014398708532592,4000000BDD4570,4000000BDD4570
23.077649,53.121369,T,Jednorodzinna,SUCHE,worek,,,
23.077649,53.121369,T,Jednorodzinna,gabaryty,kontener,,,
23.077649,53.121369,T,Jednorodzinna,popiół,worek,,,
23.077649,53.121369,T,Jednorodzinna,szkło,worek,,,
23.077649,53.121369,T,Jednorodzinna,zielone,worek,,,
23.077649,53.121369,T,Jednorodzinna,zmieszane,120,18014398708581649,4000000BDE0511,4000000BDE0511
23.083004,53.111551,T,Jednorodzinna,SUCHE,worek,,,
23.083004,53.111551,T,Jednorodzinna,gabaryty,kontener,,,
23.083004,53.111551,T,Jednorodzinna,popiół,worek,,,
23.083004,53.111551,T,Jednorodzinna,szkło,worek,,,
23.083004,53.111551,T,Jednorodzinna,zielone,worek,,,
23.083004,53.111551,T,Jednorodzinna,zmieszane,120,18014398708593710,4000000BDE342E,4000000BDE342E
23.083604,53.111742,T,Jednorodzinna,SUCHE,worek,,,
23.083604,53.111742,T,Jednorodzinna,gabaryty,kontener,,,
23.083604,53.111742,T,Jednorodzinna,popiół,worek,,,
23.083604,53.111742,T,Jednorodzinna,szkło,worek,,,
23.083604,53.111742,T,Jednorodzinna,zielone,worek,,,
23.083604,53.111742,T,Jednorodzinna,zmieszane,120,18014398708594441,4000000BDE3709,4000000BDE3709
23.083973,53.111809,T,Jednorodzinna,SUCHE,worek,,,
23.083973,53.111809,T,Jednorodzinna,gabaryty,kontener,,,
23.083973,53.111809,T,Jednorodzinna,popiół,worek,,,
23.083973,53.111809,T,Jednorodzinna,szkło,worek,,,
23.083973,53.111809,T,Jednorodzinna,zielone,worek,,,
23.083973,53.111809,T,Jednorodzinna,zmieszane,120,18014398708532737,4000000BDD4601,4000000BDD4601
23.084204,53.111831,T,Jednorodzinna,SUCHE,worek,,,
23.084204,53.111831,T,Jednorodzinna,gabaryty,kontener,,,
23.084204,53.111831,T,Jednorodzinna,popiół,worek,,,
23.084204,53.111831,T,Jednorodzinna,szkło,worek,,,
23.084204,53.111831,T,Jednorodzinna,zielone,worek,,,
23.084204,53.111831,T,Jednorodzinna,zmieszane,240,18014398708608989,4000000BDE6FDD,4000000BDE6FDD
23.084529,53.111871,T,Jednorodzinna,SUCHE,worek,,,
23.084529,53.111871,T,Jednorodzinna,gabaryty,kontener,,,
23.084529,53.111871,T,Jednorodzinna,popiół,worek,,,
23.084529,53.111871,T,Jednorodzinna,szkło,worek,,,
23.084529,53.111871,T,Jednorodzinna,zielone,worek,,,
23.084529,53.111871,T,Jednorodzinna,zmieszane,120,18014398708609698,4000000BDE72A2,4000000BDE72A2
23.079724,53.114689,T,Jednorodzinna,SUCHE,worek,,,
23.079724,53.114689,T,Jednorodzinna,gabaryty,kontener,,,
23.079724,53.114689,T,Jednorodzinna,popiół,worek,,,
23.079724,53.114689,T,Jednorodzinna,szkło,worek,,,
23.079724,53.114689,T,Jednorodzinna,zielone,worek,,,
23.079724,53.114689,T,Jednorodzinna,zmieszane,120,18014398708570471,4000000BDDD967,4000000BDDD967
23.079778,53.114467,T,Jednorodzinna,SUCHE,worek,,,
23.079778,53.114467,T,Jednorodzinna,gabaryty,kontener,,,
23.079778,53.114467,T,Jednorodzinna,popiół,worek,,,
23.079778,53.114467,T,Jednorodzinna,szkło,worek,,,
23.079778,53.114467,T,Jednorodzinna,zielone,worek,,,
23.079778,53.114467,T,Jednorodzinna,zmieszane,120,18014398708595447,4000000BDE3AF7,4000000BDE3AF7
23.079898,53.114204,T,Jednorodzinna,SUCHE,worek,,,
23.079898,53.114204,T,Jednorodzinna,gabaryty,kontener,,,
23.079898,53.114204,T,Jednorodzinna,popiół,worek,,,
23.079898,53.114204,T,Jednorodzinna,szkło,worek,,,
23.079898,53.114204,T,Jednorodzinna,zielone,worek,,,
23.079898,53.114204,T,Jednorodzinna,zmieszane,120,18014398708593431,4000000BDE3317,4000000BDE3317
23.080467,53.113938,T,Jednorodzinna,SUCHE,worek,,,
23.080467,53.113938,T,Jednorodzinna,gabaryty,kontener,,,
23.080467,53.113938,T,Jednorodzinna,popiół,worek,,,
23.080467,53.113938,T,Jednorodzinna,szkło,worek,,,
23.080467,53.113938,T,Jednorodzinna,zielone,worek,,,
23.080467,53.113938,T,Jednorodzinna,zmieszane,120,18014398708609018,4000000BDE6FFA,4000000BDE6FFA
23.079898,53.114204,T,Jednorodzinna,SUCHE,worek,,,
23.079898,53.114204,T,Jednorodzinna,gabaryty,kontener,,,
23.079898,53.114204,T,Jednorodzinna,popiół,worek,,,
23.079898,53.114204,T,Jednorodzinna,szkło,worek,,,
23.079898,53.114204,T,Jednorodzinna,zielone,worek,,,
23.079898,53.114204,T,Jednorodzinna,zmieszane,120,18014398708595146,4000000BDE39CA,4000000BDE39CA
23.079956,53.114138,T,Jednorodzinna,SUCHE,worek,,,
23.079956,53.114138,T,Jednorodzinna,gabaryty,kontener,,,
23.079956,53.114138,T,Jednorodzinna,popiół,worek,,,
23.079956,53.114138,T,Jednorodzinna,szkło,worek,,,
23.079956,53.114138,T,Jednorodzinna,zielone,worek,,,
23.079956,53.114138,T,Jednorodzinna,zmieszane,120,18014398708609218,4000000BDE70C2,4000000BDE70C2
23.081067,53.11792,T,Jednorodzinna,SUCHE,worek,,,
23.081067,53.11792,T,Jednorodzinna,gabaryty,kontener,,,
23.081067,53.11792,T,Jednorodzinna,popiół,worek,,,
23.081067,53.11792,T,Jednorodzinna,szkło,worek,,,
23.081067,53.11792,T,Jednorodzinna,zielone,worek,,,
23.081067,53.11792,T,Jednorodzinna,zmieszane,120,18014398708594988,4000000BDE392C,4000000BDE392C
23.081098,53.113671,T,Jednorodzinna,SUCHE,worek,,,
23.081098,53.113671,T,Jednorodzinna,gabaryty,kontener,,,
23.081098,53.113671,T,Jednorodzinna,popiół,worek,,,
23.081098,53.113671,T,Jednorodzinna,szkło,worek,,,
23.081098,53.113671,T,Jednorodzinna,zielone,worek,,,
23.081098,53.113671,T,Jednorodzinna,zmieszane,120,18014398708594339,4000000BDE36A3,4000000BDE36A3
23.079818,53.113693,T,Jednorodzinna,SUCHE,worek,,,
