,,,,,,,,
Długość geograficzna,Szerokość geograficzna,Deklaracja segregacji,Typ nieruchomości,Typ odpadu,Typ pojemnika,Identyfikator transpondera (DEC),Identyfikator transpondera (HEX),Nr pojemnika
23.086098,53.131547,T,Jednorodzinna,gabaryty,kontener,,,
23.086098,53.131547,T,Jednorodzinna,popiół,worek,,,
23.086098,53.131547,T,Jednorodzinna,szkło,worek,,,
23.086098,53.131547,T,Jednorodzinna,zielone,worek,,,
23.086098,53.131547,T,Jednorodzinna,zmieszane,240,18014398708597465,4000000BDE42D9,4000000BDE42D9
23.086098,53.131547,T,Jednorodzinna,SUCHE,worek,,,
23.086098,53.131547,T,Jednorodzinna,gabaryty,kontener,,,
23.086098,53.131547,T,Jednorodzinna,popiół,worek,,,
23.086098,53.131547,T,Jednorodzinna,szkło,worek,,,
23.086098,53.131547,T,Jednorodzinna,zielone,worek,,,
23.086098,53.131547,T,Jednorodzinna,zmieszane,240,18014398708593149,4000000BDE31FD,4000000BDE31FD
23.084293,53.131387,T,Jednorodzinna,SUCHE,worek,,,
23.084293,53.131387,T,Jednorodzinna,gabaryty,kontener,,,
23.084293,53.131387,T,Jednorodzinna,popiół,worek,,,
23.084293,53.131387,T,Jednorodzinna,szkło,worek,,,
23.084293,53.131387,T,Jednorodzinna,zielone,worek,,,
23.084293,53.131387,T,Jednorodzinna,zmieszane,120,18014398708593732,4000000BDE3444,4000000BDE3444
23.080604,53.113862,T,Jednorodzinna,SUCHE,worek,,,
23.080604,53.113862,T,Jednorodzinna,gabaryty,kontener,,,
23.080604,53.113862,T,Jednorodzinna,popiół,worek,,,
23.080604,53.113862,T,Jednorodzinna,szkło,worek,,,
23.080604,53.113862,T,Jednorodzinna,zielone,worek,,,
23.080604,53.113862,T,Jednorodzinna,zmieszane,120,18014398708593133,4000000BDE31ED,4000000BDE31ED
23.075596,53.128951,T,Jednorodzinna,SUCHE,worek,,,
23.075596,53.128951,T,Jednorodzinna,gabaryty,kontener,,,
23.075596,53.128951,T,Jednorodzinna,popiół,worek,,,
23.075596,53.128951,T,Jednorodzinna,szkło,worek,,,
23.075596,53.128951,T,Jednorodzinna,zielone,worek,,,
23.075596,53.128951,T,Jednorodzinna,zmieszane,240,18014398708593886,4000000BDE34DE,4000000BDE34DE
23.08432,53.135418,T,Jednorodzinna,SUCHE,worek,,,
23.08432,53.135418,T,Jednorodzinna,gabaryty,kontener,,,
23.08432,53.135418,T,Jednorodzinna,popiół,worek,,,
23.08432,53.135418,T,Jednorodzinna,szkło,worek,,,
23.08432,53.135418,T,Jednorodzinna,zielone,worek,,,
23.08432,53.135418,T,Jednorodzinna,zmieszane,240,18014398708594243,4000000BDE3643,4000000BDE3643
23.084698,53.135342,T,Jednorodzinna,SUCHE,worek,,,
23.084698,53.135342,T,Jednorodzinna,gabaryty,kontener,,,
23.084698,53.135342,T,Jednorodzinna,popiół,worek,,,
23.084698,53.135342,T,Jednorodzinna,szkło,worek,,,
23.084698,53.135342,T,Jednorodzinna,zielone,worek,,,
23.084698,53.135342,T,Jednorodzinna,zmieszane,240,18014398708581681,4000000BDE0531,4000000BDE0531
23.08624,53.135018,T,Jednorodzinna,SUCHE,worek,,,
23.08624,53.135018,T,Jednorodzinna,gabaryty,kontener,,,
23.08624,53.135018,T,Jednorodzinna,popiół,worek,,,
23.08624,53.135018,T,Jednorodzinna,szkło,worek,,,
23.08624,53.135018,T,Jednorodzinna,zielone,worek,,,
23.08624,53.135018,T,Jednorodzinna,zmieszane,120,18014398708581395,4000000BDE0413,4000000BDE0413
23.086636,53.134938,T,Jednorodzinna,SUCHE,worek,,,
23.086636,53.134938,T,Jednorodzinna,gabaryty,kontener,,,
23.086636,53.134938,T,Jednorodzinna,popiół,worek,,,
23.086636,53.134938,T,Jednorodzinna,szkło,worek,,,
23.086636,53.134938,T,Jednorodzinna,zielone,worek,,,
23.086636,53.134938,T,Jednorodzinna,zmieszane,240,18014398708595518,4000000BDE3B3E,4000000BDE3B3E
23.08696,53.13496,T,Jednorodzinna,SUCHE,worek,,,
23.08696,53.13496,T,Jednorodzinna,gabaryty,kontener,,,
23.08696,53.13496,T,Jednorodzinna,popiół,worek,,,
23.08696,53.13496,T,Jednorodzinna,szkło,worek,,,
23.08696,53.13496,T,Jednorodzinna,zielone,worek,,,
23.08696,53.13496,T,Jednorodzinna,zmieszane,240,18014398708591418,4000000BDE2B3A,4000000BDE2B3A
23.087111,53.134933,T,Jednorodzinna,SUCHE,worek,,,
23.087111,53.134933,T,Jednorodzinna,gabaryty,kontener,,,
23.087111,53.134933,T,Jednorodzinna,popiół,worek,,,
23.087111,53.134933,T,Jednorodzinna,szkło,worek,,,
23.087111,53.134933,T,Jednorodzinna,zielone,worek,,,
23.087111,53.134933,T,Jednorodzinna,zmieszane,240,18014398708592189,4000000BDE2E3D,4000000BDE2E3D
23.120791,53.135449,T,Jednorodzinna,SUCHE,worek,,,
23.120791,53.135449,T,Jednorodzinna,gabaryty,kontener,,,
23.120791,53.135449,T,Jednorodzinna,popiół,worek,,,
23.120791,53.135449,T,Jednorodzinna,szkło,worek,,,
23.120791,53.135449,T,Jednorodzinna,zielone,worek,,,
23.120791,53.135449,T,Jednorodzinna,zmieszane,240,18014398708598854,4000000BDE4846,4000000BDE4846
23.120044,53.133747,T,Jednorodzinna,SUCHE,worek,,,
23.120044,53.133747,T,Jednorodzinna,gabaryty,kontener,,,
23.120044,53.133747,T,Jednorodzinna,popiół,worek,,,
23.120044,53.133747,T,Jednorodzinna,szkło,worek,,,
23.120044,53.133747,T,Jednorodzinna,zielone,worek,,,
23.120044,53.133747,T,Jednorodzinna,zmieszane,240,18014398757504027,4000000EC8841B,4000000EC8841B
23.120044,53.133747,T,Jednorodzinna,zmieszane,KLIENTA,18014398757170134,4000000EC36BD6,4000000EC36BD6
23.119631,53.132462,T,Jednorodzinna,SUCHE,worek,,,
23.119631,53.132462,T,Jednorodzinna,gabaryty,kontener,,,
23.119631,53.132462,T,Jednorodzinna,popiół,worek,,,
23.119631,53.132462,T,Jednorodzinna,szkło,worek,,,
23.119631,53.132462,T,Jednorodzinna,zielone,worek,,,
23.119631,53.132462,T,Jednorodzinna,zmieszane,120,18014398708593365,4000000BDE32D5,4000000BDE32D5
23.119329,53.131871,T,Jednorodzinna,SUCHE,worek,,,
23.119329,53.131871,T,Jednorodzinna,gabaryty,kontener,,,
23.119329,53.131871,T,Jednorodzinna,popiół,worek,,,
23.119329,53.131871,T,Jednorodzinna,szkło,worek,,,
23.119329,53.131871,T,Jednorodzinna,zielone,worek,,,
23.119329,53.131871,T,Jednorodzinna,zmieszane,240,18014398708593157,4000000BDE3205,4000000BDE3205
23.11772,53.125551,T,Jednorodzinna,SUCHE,worek,,,
23.11772,53.125551,T,Jednorodzinna,gabaryty,kontener,,,
23.11772,53.125551,T,Jednorodzinna,popiół,worek,,,
23.11772,53.125551,T,Jednorodzinna,szkło,worek,,,
23.11772,53.125551,T,Jednorodzinna,zielone,worek,,,
23.11772,53.125551,T,Jednorodzinna,zmieszane,120,18014398708597777,4000000BDE4411,4000000BDE4411
23.117716,53.125667,T,Jednorodzinna,SUCHE,worek,,,
23.117716,53.125667,T,Jednorodzinna,gabaryty,kontener,,,
23.117716,53.125667,T,Jednorodzinna,popiół,worek,,,
23.117716,53.125667,T,Jednorodzinna,szkło,worek,,,
23.117716,53.125667,T,Jednorodzinna,zielone,worek,,,
23.117716,53.125667,T,Jednorodzinna,zmieszane,120,18014398708599092,4000000BDE4934,4000000BDE4934_4000000BDE45C0
23.117867,53.125347,T,Jednorodzinna,SUCHE,worek,,,
23.117867,53.125347,T,Jednorodzinna,gabaryty,kontener,,,
23.117867,53.125347,T,Jednorodzinna,popiół,worek,,,
23.117867,53.125347,T,Jednorodzinna,szkło,worek,,,
23.117867,53.125347,T,Jednorodzinna,zielone,worek,,,
23.117867,53.125347,T,Jednorodzinna,zmieszane,120,18014398757504266,4000000EC8850A,4000000EC8850A
23.090578,53.124884,T,Jednorodzinna,SUCHE,worek,,,
23.090578,53.124884,T,Jednorodzinna,gabaryty,kontener,,,
23.090578,53.124884,T,Jednorodzinna,popiół,worek,,,
23.090578,53.124884,T,Jednorodzinna,szkło,worek,,,
23.090578,53.124884,T,Jednorodzinna,zielone,worek,,,
23.090578,53.124884,T,Jednorodzinna,zmieszane,240,18014398708609164,4000000BDE708C,4000000BDE708C
23.120578,53.129858,T,Jednorodzinna,SUCHE,worek,,,
23.120578,53.129858,T,Jednorodzinna,gabaryty,kontener,,,
23.120578,53.129858,T,Jednorodzinna,popiół,worek,,,
23.120578,53.129858,T,Jednorodzinna,szkło,worek,,,
23.120578,53.129858,T,Jednorodzinna,zielone,worek,,,
23.120578,53.129858,T,Jednorodzinna,zmieszane,120,18014398708593747,4000000BDE3453,4000000BDE3453
23.125724,53.131693,T,Jednorodzinna,SUCHE,worek,,,
23.125724,53.131693,T,Jednorodzinna,gabaryty,kontener,,,
23.125724,53.131693,T,Jednorodzinna,popiół,worek,,,
23.125724,53.131693,T,Jednorodzinna,szkło,worek,,,
23.125724,53.131693,T,Jednorodzinna,zielone,worek,,,
23.125724,53.131693,T,Jednorodzinna,zmieszane,240,18014398708592406,4000000BDE2F16,4000000BDE2F16
23.124827,53.132298,T,Jednorodzinna,SUCHE,worek,,,
23.124827,53.132298,T,Jednorodzinna,gabaryty,kontener,,,
23.124827,53.132298,T,Jednorodzinna,popiół,worek,,,
23.124827,53.132298,T,Jednorodzinna,szkło,worek,,,
23.124827,53.132298,T,Jednorodzinna,zielone,worek,,,
23.124827,53.132298,T,Jednorodzinna,zmieszane,120,18014398708592804,4000000BDE30A4,4000000BDE30A4
23.123836,53.132844,T,Jednorodzinna,SUCHE,worek,,,
23.123836,53.132844,T,Jednorodzinna,gabaryty,kontener,,,
23.123836,53.132844,T,Jednorodzinna,popiół,worek,,,
23.123836,53.132844,T,Jednorodzinna,szkło,worek,,,
23.123836,53.132844,T,Jednorodzinna,zielone,worek,,,
23.123836,53.132844,T,Jednorodzinna,zmieszane,120,18014398708598280,4000000BDE4608,4000000BDE4608
23.122551,53.133747,N,Jednorodzinna,SUCHE,1100,18014398757504067,4000000EC88443,4000000EC88443
23.122551,53.133747,N,Jednorodzinna,zmieszane,1100,18014398708599060,4000000BDE4914,4000000BDE4914
23.125302,53.131889,T,Jednorodzinna,SUCHE,worek,,,
23.125302,53.131889,T,Jednorodzinna,gabaryty,kontener,,,
23.125302,53.131889,T,Jednorodzinna,popiół,worek,,,
23.125302,53.131889,T,Jednorodzinna,szkło,worek,,,
23.125302,53.131889,T,Jednorodzinna,zielone,worek,,,
23.125302,53.131889,T,Jednorodzinna,zmieszane,240,18014398708592398,4000000BDE2F0E,4000000BDE2F0E
23.124813,53.132342,T,Jednorodzinna,SUCHE,worek,,,
23.124813,53.132342,T,Jednorodzinna,gabaryty,kontener,,,
23.124813,53.132342,T,Jednorodzinna,popiół,worek,,,
23.124813,53.132342,T,Jednorodzinna,szkło,worek,,,
23.124813,53.132342,T,Jednorodzinna,zielone,worek,,,
23.124813,53.132342,T,Jednorodzinna,zmieszane,240,18014398708592518,4000000BDE2F86,4000000BDE2F86
23.125471,53.132813,T,Jednorodzinna,SUCHE,worek,,,
23.125471,53.132813,T,Jednorodzinna,gabaryty,kontener,,,
23.125471,53.132813,T,Jednorodzinna,popiół,worek,,,
23.125471,53.132813,T,Jednorodzinna,szkło,worek,,,
23.125471,53.132813,T,Jednorodzinna,zielone,worek,,,
23.125471,53.132813,T,Jednorodzinna,zmieszane,240,18014398708593810,4000000BDE3492,4000000BDE3492
23.125702,53.132889,T,Jednorodzinna,SUCHE,worek,,,
23.125702,53.132889,T,Jednorodzinna,gabaryty,kontener,,,
23.125702,53.132889,T,Jednorodzinna,popiół,worek,,,
23.125702,53.132889,T,Jednorodzinna,szkło,worek,,,
23.125702,53.132889,T,Jednorodzinna,zielone,worek,,,
23.125702,53.132889,T,Jednorodzinna,zmieszane,240,18014398708593102,4000000BDE31CE,4000000BDE31CE
23.124973,53.132476,T,Jednorodzinna,SUCHE,worek,,,
23.124973,53.132476,T,Jednorodzinna,gabaryty,kontener,,,
23.124973,53.132476,T,Jednorodzinna,popiół,worek,,,
23.124973,53.132476,T,Jednorodzinna,szkło,worek,,,
23.124973,53.132476,T,Jednorodzinna,zielone,worek,,,
23.124973,53.132476,T,Jednorodzinna,zmieszane,240,18014398708593612,4000000BDE33CC,4000000BDE33CC
23.116853,53.12636,T,Jednorodzinna,SUCHE,worek,,,
23.116853,53.12636,T,Jednorodzinna,gabaryty,kontener,,,
23.116853,53.12636,T,Jednorodzinna,popiół,worek,,,
23.116853,53.12636,T,Jednorodzinna,szkło,worek,,,
23.116853,53.12636,T,Jednorodzinna,zielone,worek,,,
23.116853,53.12636,T,Jednorodzinna,zmieszane,240,18014398708605053,4000000BDE607D,4000000BDE607D
23.088858,53.121396,T,Jednorodzinna,SUCHE,worek,,,
23.088858,53.121396,T,Jednorodzinna,gabaryty,kontener,,,
23.088858,53.121396,T,Jednorodzinna,popiół,worek,,,
23.088858,53.121396,T,Jednorodzinna,szkło,worek,,,
23.088858,53.121396,T,Jednorodzinna,zielone,worek,,,
23.088858,53.121396,T,Jednorodzinna,zmieszane,240,18014398708592043,4000000BDE2DAB,4000000BDE2DAB
23.089302,53.120604,T,Jednorodzinna,SUCHE,worek,,,
23.089302,53.120604,T,Jednorodzinna,gabaryty,kontener,,,
23.089302,53.120604,T,Jednorodzinna,popiół,worek,,,
23.089302,53.120604,T,Jednorodzinna,szkło,worek,,,
23.089302,53.120604,T,Jednorodzinna,zielone,worek,,,
23.089302,53.120604,T,Jednorodzinna,zmieszane,240,18014398708593320,4000000BDE32A8,4000000BDE32A8
23.0896,53.120169,T,Jednorodzinna,SUCHE,worek,,,
23.0896,53.120169,T,Jednorodzinna,gabaryty,kontener,,,
23.0896,53.120169,T,Jednorodzinna,popiół,worek,,,
23.0896,53.120169,T,Jednorodzinna,szkło,worek,,,
23.0896,53.120169,T,Jednorodzinna,zielone,worek,,,
23.0896,53.120169,T,Jednorodzinna,zmieszane,240,18014398708593312,4000000BDE32A0,4000000BDE32A0
23.091364,53.118556,T,Jednorodzinna,SUCHE,worek,,,
23.091364,53.118556,T,Jednorodzinna,gabaryty,kontener,,,
23.091364,53.118556,T,Jednorodzinna,popiół,worek,,,
23.091364,53.118556,T,Jednorodzinna,szkło,worek,,,
23.091364,53.118556,T,Jednorodzinna,zielone,worek,,,
23.091364,53.118556,T,Jednorodzinna,zmieszane,240,18014398708609331,4000000BDE7133,4000000BDE7133
23.103916,53.117298,T,Jednorodzinna,SUCHE,worek,,,
23.103916,53.117298,T,Jednorodzinna,gabaryty,kontener,,,
23.103916,53.117298,T,Jednorodzinna,popiół,worek,,,
23.103916,53.117298,T,Jednorodzinna,szkło,worek,,,
23.103916,53.117298,T,Jednorodzinna,zielone,worek,,,
23.103916,53.117298,T,Jednorodzinna,zmieszane,240,18014398708593105,4000000BDE31D1,4000000BDE31D1
23.092289,53.118289,T,Jednorodzinna,SUCHE,worek,,,
23.092289,53.118289,T,Jednorodzinna,gabaryty,kontener,,,
23.092289,53.118289,T,Jednorodzinna,popiół,worek,,,
23.092289,53.118289,T,Jednorodzinna,szkło,worek,,,
23.092289,53.118289,T,Jednorodzinna,zielone,worek,,,
23.092289,53.118289,T,Jednorodzinna,zmieszane,240,18014398708592226,4000000BDE2E62,4000000BDE2E62
23.099213,53.116662,T,Jednorodzinna,SUCHE,worek,,,
23.099213,53.116662,T,Jednorodzinna,gabaryty,kontener,,,
23.099213,53.116662,T,Jednorodzinna,popiół,worek,,,
23.099213,53.116662,T,Jednorodzinna,szkło,worek,,,
23.099213,53.116662,T,Jednorodzinna,zielone,worek,,,
23.099213,53.116662,T,Jednorodzinna,zmieszane,240,18014398708609717,4000000BDE72B5,4000000BDE72B5
23.101693,53.116871,T,Jednorodzinna,SUCHE,worek,,,
23.101693,53.116871,T,Jednorodzinna,gabaryty,kontener,,,
23.101693,53.116871,T,Jednorodzinna,popiół,worek,,,
23.101693,53.116871,T,Jednorodzinna,szkło,worek,,,
23.101693,53.116871,T,Jednorodzinna,zielone,worek,,,
23.101693,53.116871,T,Jednorodzinna,zmieszane,120,18014398708609803,4000000BDE730B,4000000BDE730B
23.089698,53.119964,T,Jednorodzinna,SUCHE,worek,,,
23.089698,53.119964,T,Jednorodzinna,gabaryty,kontener,,,
23.089698,53.119964,T,Jednorodzinna,popiół,worek,,,
23.089698,53.119964,T,Jednorodzinna,szkło,worek,,,
23.089698,53.119964,T,Jednorodzinna,zielone,worek,,,
23.089698,53.119964,T,Jednorodzinna,zmieszane,120,18014398708609702,4000000BDE72A6,4000000BDE72A6
23.103271,53.117116,T,Jednorodzinna,SUCHE,worek,,,
23.103271,53.117116,T,Jednorodzinna,gabaryty,kontener,,,
23.103271,53.117116,T,Jednorodzinna,popiół,worek,,,
23.103271,53.117116,T,Jednorodzinna,szkło,worek,,,
23.103271,53.117116,T,Jednorodzinna,zielone,worek,,,
23.103271,53.117116,T,Jednorodzinna,zmieszane,240,18014398708593225,4000000BDE3249,4000000BDE3249
23.117498,53.129356,T,Jednorodzinna,SUCHE,worek,,,
23.117498,53.129356,T,Jednorodzinna,gabaryty,kontener,,,
23.117498,53.129356,T,Jednorodzinna,popiół,worek,,,
23.117498,53.129356,T,Jednorodzinna,szkło,worek,,,
23.117498,53.129356,T,Jednorodzinna,zielone,worek,,,
23.117498,53.129356,T,Jednorodzinna,zmieszane,120,18014398708535482,4000000BDD50BA,4000000BDD50BA
23.109658,53.127871,N,Jednorodzinna,zmieszane,1100,18014398708536453,4000000BDD5485,4000000BDD5485
23.112467,53.131898,T,Jednorodzinna,SUCHE,worek,,,
23.112467,53.131898,T,Jednorodzinna,gabaryty,kontener,,,
23.112467,53.131898,T,Jednorodzinna,popiół,worek,,,
23.112467,53.131898,T,Jednorodzinna,szkło,worek,,,
23.112467,53.131898,T,Jednorodzinna,zielone,worek,,,
23.112467,53.131898,T,Jednorodzinna,zmieszane,120,18014398708560130,4000000BDDB102,4000000BDDB102
23.111151,53.131658,T,Jednorodzinna,SUCHE,worek,,,
23.111151,53.131658,T,Jednorodzinna,gabaryty,kontener,,,
23.111151,53.131658,T,Jednorodzinna,popiół,worek,,,
23.111151,53.131658,T,Jednorodzinna,szkło,worek,,,
23.111151,53.131658,T,Jednorodzinna,zielone,worek,,,
23.111151,53.131658,T,Jednorodzinna,zmieszane,120,18014398708536741,4000000BDD55A5,4000000BDD55A5
23.10972,53.1292,T,Jednorodzinna,SUCHE,worek,,,
23.10972,53.1292,T,Jednorodzinna,gabaryty,kontener,,,
23.10972,53.1292,T,Jednorodzinna,popiół,worek,,,
23.10972,53.1292,T,Jednorodzinna,szkło,worek,,,
23.10972,53.1292,T,Jednorodzinna,zielone,worek,,,
23.10972,53.1292,T,Jednorodzinna,zmieszane,240,18014398708536961,4000000BDD5681,4000000BDD5681
23.086244,53.133289,T,Jednorodzinna,SUCHE,worek,,,
23.086244,53.133289,T,Jednorodzinna,gabaryty,kontener,,,
23.086244,53.133289,T,Jednorodzinna,popiół,worek,,,
23.086244,53.133289,T,Jednorodzinna,szkło,worek,,,
23.086244,53.133289,T,Jednorodzinna,zielone,worek,,,
23.086244,53.133289,T,Jednorodzinna,zmieszane,120,18014398708580543,4000000BDE00BF,4000000BDE00BF
23.085129,53.13344,T,Jednorodzinna,SUCHE,worek,,,
23.085129,53.13344,T,Jednorodzinna,gabaryty,kontener,,,
23.085129,53.13344,T,Jednorodzinna,popiół,worek,,,
23.085129,53.13344,T,Jednorodzinna,szkło,worek,,,
23.085129,53.13344,T,Jednorodzinna,zielone,worek,,,
23.085129,53.13344,T,Jednorodzinna,zmieszane,120,18014398708570383,4000000BDDD90F,4000000BDDD90F
23.084702,53.133524,T,Jednorodzinna,SUCHE,worek,,,
23.084702,53.133524,T,Jednorodzinna,gabaryty,kontener,,,
23.084702,53.133524,T,Jednorodzinna,popiół,worek,,,
23.084702,53.133524,T,Jednorodzinna,szkło,worek,,,
23.084702,53.133524,T,Jednorodzinna,zielone,worek,,,
23.084702,53.133524,T,Jednorodzinna,zmieszane,120,18014398708592027,4000000BDE2D9B,4000000BDE2D9B
23.09704,53.131773,T,Jednorodzinna,SUCHE,worek,,,
23.09704,53.131773,T,Jednorodzinna,gabaryty,kontener,,,
23.09704,53.131773,T,Jednorodzinna,popiół,worek,,,
23.09704,53.131773,T,Jednorodzinna,szkło,worek,,,
23.09704,53.131773,T,Jednorodzinna,zielone,worek,,,
23.09704,53.131773,T,Jednorodzinna,zmieszane,240,18014398708598558,4000000BDE471E,4000000BDE471E
23.097058,53.131524,T,Jednorodzinna,SUCHE,worek,,,
23.097058,53.131524,T,Jednorodzinna,gabaryty,kontener,,,
23.097058,53.131524,T,Jednorodzinna,popiół,worek,,,
23.097058,53.131524,T,Jednorodzinna,szkło,worek,,,
23.097058,53.131524,T,Jednorodzinna,zielone,worek,,,
23.097058,53.131524,T,Jednorodzinna,zmieszane,240,18014398708592573,4000000BDE2FBD,4000000BDE2FBD
23.097058,53.131524,T,Jednorodzinna,SUCHE,worek,,,
23.097058,53.131524,T,Jednorodzinna,gabaryty,kontener,,,
23.097058,53.131524,T,Jednorodzinna,popiół,worek,,,
23.097058,53.131524,T,Jednorodzinna,szkło,worek,,,
23.097058,53.131524,T,Jednorodzinna,zielone,worek,,,
23.097058,53.131524,T,Jednorodzinna,zmieszane,240,18014398708593779,4000000BDE3473,4000000BDE3473
23.096764,53.131476,T,Jednorodzinna,SUCHE,worek,,,
23.096764,53.131476,T,Jednorodzinna,gabaryty,kontener,,,
23.096764,53.131476,T,Jednorodzinna,popiół,worek,,,
23.096764,53.131476,T,Jednorodzinna,szkło,worek,,,
23.096764,53.131476,T,Jednorodzinna,zielone,worek,,,
23.096764,53.131476,T,Jednorodzinna,zmieszane,240,18014398708593684,4000000BDE3414,4000000BDE3414
23.119587,53.130649,T,Jednorodzinna,SUCHE,worek,,,
23.119587,53.130649,T,Jednorodzinna,gabaryty,kontener,,,
23.119587,53.130649,T,Jednorodzinna,popiół,worek,,,
23.119587,53.130649,T,Jednorodzinna,szkło,worek,,,
23.119587,53.130649,T,Jednorodzinna,zielone,worek,,,
23.119587,53.130649,T,Jednorodzinna,zmieszane,240,18014398708601847,4000000BDE53F7,4000000BDE53F7
23.120271,53.130418,T,Jednorodzinna,SUCHE,worek,,,
23.120271,53.130418,T,Jednorodzinna,gabaryty,kontener,,,
23.120271,53.130418,T,Jednorodzinna,popiół,worek,,,
23.120271,53.130418,T,Jednorodzinna,szkło,worek,,,
23.120271,53.130418,T,Jednorodzinna,zielone,worek,,,
23.120271,53.130418,T,Jednorodzinna,zmieszane,240,18014398708596440,4000000BDE3ED8,4000000BDE3ED8
23.077422,53.117387,T,Jednorodzinna,SUCHE,worek,,,
23.077422,53.117387,T,Jednorodzinna,gabaryty,kontener,,,
23.077422,53.117387,T,Jednorodzinna,popiół,worek,,,
23.077422,53.117387,T,Jednorodzinna,szkło,worek,,,
23.077422,53.117387,T,Jednorodzinna,zielone,worek,,,
23.077422,53.117387,T,Jednorodzinna,zmieszane,120,18014398708605658,4000000BDE62DA,4000000BDE62DA
23.126662,53.132436,T,Jednorodzinna,SUCHE,worek,,,
23.126662,53.132436,T,Jednorodzinna,gabaryty,kontener,,,
23.126662,53.132436,T,Jednorodzinna,popiół,worek,,,
23.126662,53.132436,T,Jednorodzinna,szkło,worek,,,
23.126662,53.132436,T,Jednorodzinna,zielone,worek,,,
23.126662,53.132436,T,Jednorodzinna,zmieszane,240,18014398708602217,4000000BDE5569,4000000BDE5569
23.126689,53.131453,T,Jednorodzinna,SUCHE,worek,,,
23.126689,53.131453,T,Jednorodzinna,gabaryty,kontener,,,
23.126689,53.131453,T,Jednorodzinna,popiół,worek,,,
23.126689,53.131453,T,Jednorodzinna,szkło,worek,,,
23.126689,53.131453,T,Jednorodzinna,zielone,worek,,,
23.126689,53.131453,T,Jednorodzinna,zmieszane,240,18014398708596241,4000000BDE3E11,4000000BDE3E11
23.086684,53.13464,T,Jednorodzinna,SUCHE,worek,,,
23.086684,53.13464,T,Jednorodzinna,gabaryty,kontener,,,
23.086684,53.13464,T,Jednorodzinna,popiół,worek,,,
23.086684,53.13464,T,Jednorodzinna,szkło,worek,,,
23.086684,53.13464,T,Jednorodzinna,zielone,worek,,,
23.086684,53.13464,T,Jednorodzinna,zmieszane,240,18014398708582081,4000000BDE06C1,4000000BDE06C1
23.086284,53.134707,T,Jednorodzinna,SUCHE,worek,,,
23.086284,53.134707,T,Jednorodzinna,gabaryty,kontener,,,
23.086284,53.134707,T,Jednorodzinna,popiół,worek,,,
23.086284,53.134707,T,Jednorodzinna,szkło,worek,,,
23.086284,53.134707,T,Jednorodzinna,zielone,worek,,,
23.086284,53.134707,T,Jednorodzinna,zmieszane,240,18014398708581053,4000000BDE02BD,4000000BDE02BD
23.085222,53.134893,T,Jednorodzinna,SUCHE,worek,,,
23.085222,53.134893,T,Jednorodzinna,gabaryty,kontener,,,
23.085222,53.134893,T,Jednorodzinna,popiół,worek,,,
23.085222,53.134893,T,Jednorodzinna,szkło,worek,,,
23.085222,53.134893,T,Jednorodzinna,zielone,worek,,,
23.085222,53.134893,T,Jednorodzinna,zmieszane,120,18014398708593280,4000000BDE3280,4000000BDE3280
23.084862,53.134969,N,Jednorodzinna,zmieszane,770,18014398708580641,4000000BDE0121,4000000BDE0121
23.084507,53.135036,T,Jednorodzinna,SUCHE,worek,,,
23.084507,53.135036,T,Jednorodzinna,gabaryty,kontener,,,
23.084507,53.135036,T,Jednorodzinna,popiół,worek,,,
23.084507,53.135036,T,Jednorodzinna,szkło,worek,,,
23.084507,53.135036,T,Jednorodzinna,zielone,worek,,,
23.084507,53.135036,T,Jednorodzinna,zmieszane,240,18014398708609678,4000000BDE728E,4000000BDE728E
23.084111,53.135116,T,Jednorodzinna,SUCHE,worek,,,
23.084111,53.135116,T,Jednorodzinna,gabaryty,kontener,,,
23.084111,53.135116,T,Jednorodzinna,popiół,worek,,,
23.084111,53.135116,T,Jednorodzinna,szkło,worek,,,
23.084111,53.135116,T,Jednorodzinna,zielone,worek,,,
23.084111,53.135116,T,Jednorodzinna,zmieszane,240,18014398708592719,4000000BDE304F,4000000BDE304F
23.08376,53.135178,T,Jednorodzinna,SUCHE,worek,,,
23.08376,53.135178,T,Jednorodzinna,gabaryty,kontener,,,
23.08376,53.135178,T,Jednorodzinna,popiół,worek,,,
23.08376,53.135178,T,Jednorodzinna,szkło,worek,,,
23.08376,53.135178,T,Jednorodzinna,zielone,worek,,,
23.08376,53.135178,T,Jednorodzinna,zmieszane,240,18014398708592395,4000000BDE2F0B,4000000BDE2F0B
23.125809,53.130547,T,Jednorodzinna,SUCHE,worek,,,
23.125809,53.130547,T,Jednorodzinna,gabaryty,kontener,,,
23.125809,53.130547,T,Jednorodzinna,popiół,worek,,,
23.125809,53.130547,T,Jednorodzinna,szkło,worek,,,
23.125809,53.130547,T,Jednorodzinna,zielone,worek,,,
23.125809,53.130547,T,Jednorodzinna,zmieszane,120,18014398708595429,4000000BDE3AE5,4000000BDE3AE5
23.086609,53.133991,T,Jednorodzinna,SUCHE,worek,,,
23.086609,53.133991,T,Jednorodzinna,gabaryty,kontener,,,
23.086609,53.133991,T,Jednorodzinna,popiół,worek,,,
23.086609,53.133991,T,Jednorodzinna,szkło,worek,,,
23.086609,53.133991,T,Jednorodzinna,zielone,worek,,,
23.086609,53.133991,T,Jednorodzinna,zmieszane,120,18014398708579102,4000000BDDFB1E,4000000BDDFB1E
23.086324,53.133804,T,Jednorodzinna,SUCHE,worek,,,
